fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"633","3308","3330",{FA414198-6665-470E-8F1E-8A845BF4646D},"0",VOPA_093,ARBRE,PSME,"1",,,"33",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP50,"55",NON, ,INSPRE,2024,TVERTE, surveiller déperissement,O,2021-10-12T13:15:08.000,TVJV,,DHP
"634","3309","3331",{803EE391-6158-49B2-B556-FD62898509CB},"0",VOPA_093,ARBRE,ACPL,"1",,,"33",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-12T16:47:24.000,TVJV,,DHP
"635","3310","3332",{CBD19960-D94E-4454-AB9D-7EA4FC2D59BD},"0",VOPA_093,ARBRE,PNNIAU,"1",,,"53",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-12T16:49:28.000,TVJV,,DHP
"636","3311","3333",{D7F7D837-D15D-4E2C-B78A-15C1CE52EEE7},"0",VOPA_093,ARBRE,PNNIAU,"1",,,"46",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-12T16:51:26.000,TVJV,,DHP
"637","3313","3335",{B302B871-2613-4207-8536-316B6150D84D},"0",VOPA_093,ARBRE,QUBI,"1",,,"22",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-12T13:11:38.000,TVJV,,DHP
"638","3314","3336",{B369F560-2034-4BA6-A4B7-6031CFAF772C},"0",VOPA_093,ARBRE,PNNIAU,"1",,,"44",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BRXBS,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-12T16:53:20.000,TVJV,,DHP
"639","3315","3337",{F751D4A9-555E-4E19-832A-7F257FAB3B72},"0",VOPA_093,ARBRE,PNNIAU,"1",,,"39",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,AUC,"70",NON, ,ELASSA,2024,TVERTE, ,O,2021-10-12T16:55:03.000,TVJV,,DHP
"640","3316","3338",{1EEE7041-AAA7-41F7-A835-3CC70EBC3065},"0",VOPA_093,ARBRE,GIBI,"1",,,"16",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,AUC,,, ,O,2021-10-12T17:02:14.000,TVJV,Louise 1998 Vibien family,DHP
"641","3317","3339",{0BB0BF73-1158-45C5-911E-FE31115B3F04},"0",VOPA_093,ARBRE,PNNIAU,"1",,,"45",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-10-12T16:56:36.000,TVJV,,DHP
"642","3318","3340",{14F91CC1-0CD9-46B4-AA57-C6AA52298FE1},"0",VOPA_093,ARBRE,ACPL,"1",,,"72",PARC,PUB,AUC,AUC,AUC,AIRDET,AUC,AUC,AUC,FOFTR,BOMCI,AUC,"70",NON, ,HAFLSS,2022,TVERTE, assainissement aussi (branches surplombantes et bois mort),O,2021-10-12T17:01:09.000,TVJV,,DHP
