NO SITE,NUMERO CIVIC,ROUTE/PARC,ETAT SITE,ESSENCE,QUANTITE TRONC,DIAMETRE,TYPE DIAMETRE
5124,710,UPPER-ROSLYN,ARBRE,ACER PLATANOIDES,1,68,DHP
1408,4800,DE MAISONNEUVE,ARBRE,ACER SACCHARINUM,1,,DHP
2852,251,KENSINGTON,ARBRE,ACER PLATANOIDES,1,,DHP
6066,656,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
2919,15,AVENUE HILLSIDE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5656,507,ARGYLE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
554,783,UPPER-LANSDOWNE,ARBRE,CATALPA SPECIOSA,1,13,DHP
1276,0,PARC WESTMOUNT,ARBRE,MALUS SP.,1,,DHP
1536,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
1322,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
755,4000,THE BOULEVARD,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS SHADEMASTER®,1,,DHP
1720,0,SAINTE-CATHERINE,ARBRE,PICEA ABIES,1,,DHP
6641,0,CÔTE-SAINT-ANTOINE,ARBRE,ALNUS GLUTINOSA,1,7.000000,DHP
2330,4444,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
2617,0,KITCHENER,ARBRE,ACER PLATANOIDES,1,,DHP
2792,4454,DE MAISONNEUVE,ARBRE,PICEA PUNGENS,1,,DHP
4024,2,HUDSON,ARBRE,ACER PLATANOIDES,1,,DHP
3776,0,PARC PRINCE ALBERT,ARBRE,ACER SACCHARINUM,1,111.000000,DHP
4721,543,VICTORIA,DISPONIBLE,TILIA TOMENTOSA,1,,DHP
6026,449,GROSVENOR,ARBRE,QUERCUS ROBURFA,1,38,DHP
3264,4485,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,,DHP
5373,78,CROISSANT SUMMIT,ARBRE,PICEA ABIES,1,42,DHP
3016,4453,DE MAISONNEUVE,ARBRE,PICEA ABIES,14,,DHP
4197,0,JARDIN QUEEN ELIZABETH,ARBRE,QUERCUS ALBA,1,,DHP
5449,439,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
4112,3194,THE BOULEVARD,ARBRE,ACER PLATANOIDESCK,1,18,DHP
4320,39,HOLTON,ARBRE,ACER SACCHARINUM,1,,DHP
4723,527,VICTORIA,ARBRE,ACER PLATANOIDES,1,45,DHP
5014,0,EDGEHILL,ARBRE,ACER PLATANOIDES,1,15,DHP
3085,4276,DE MAISONNEUVE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
6270,46,CROISSANT SUMMIT,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,41,DHP
7140,55,PLACE BELVEDERE,ARBRE,ACER NEGUNDO,4,27-25-18-11,DHP MULTIPLE
3068,221,CLARKE,ARBRE,ACER PLATANOIDES,1,,DHP
6381,19,OAKLAND,ARBRE,ACER RUBRUM,1,33,DHP
2661,1385,GREENE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5457,452,MOUNT-PLEASANT,DESACTIVÉ,,0,,DHP
5292,32,OAKLAND,ARBRE,FAGUS SYLVATICA 'PURPUREA',1,8,DHP
2584,353,KENSINGTON,ARBRE,MALUS SP.,1,,DHP
2997,0,GLEN,ARBRE,ULMUS PUMILA,1,,DHP
5173,770,UPPER-LANSDOWNE,DESACTIVÉ,,1,,DHP
3629,0,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDES,1,,DHP
3520,0,PARC KING GEORGE,ARBRE,AESCULUS X CARNEA,1,,DHP
4282,26,HOLTON,ARBRE,ACER SACCHARINUM,1,63,DHP
2365,332,REDFERN,ARBRE,ULMUS AMERICANANH,1,7.000000,DHP
4111,3202,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,78,DHP
1780,35,YORK,ARBRE,FAGUS SYLVATICA 'PURPUREA',1,5,DHP
5755,214,CÔTE-SAINT-ANTOINE,ARBRE,SYRINGA RETICULATA,1,,DHP
4687,5,WILLOW,ARBRE,QUERCUS ROBURFA,1,20,DHP
3749,423,CLAREMONT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,24,DHP
5266,3617,THE BOULEVARD,ARBRE,ACER SACCHARINUM,1,64,DHP
2138,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,1,,DHP
111,327,REDFERN,DESACTIVÉ,,0,,DHP
3700,544,CLAREMONT,ARBRE,ACER PLATANOIDES,1,61,DHP
1093,0,PROSPECT,DESACTIVÉ,,0,,DHP
4948,602,LANSDOWNE,ARBRE,ACER PLATANOIDESCK,1,,DHP
6964,74,CERCLE SUMMIT,ARBRE,TILIA CORDATA,1,34,DHS
1598,0,PARC WESTMOUNT,ARBRE,SORBUS AMERICANA,1,,DHP
1226,0,PARC WESTMOUNT,ARBRE,PINUS SYLVESTRIS,1,,DHP
2881,220,OLIVIER,ARBRE,ACER SACCHARINUM,1,,DHP
6373,2,SHORNCLIFFE,ARBRE,ACER RUBRUM,1,28,DHP
5575,2,RAMEZAY,ARBRE,ACER PLATANOIDES,1,,DHP
4921,617,ROSLYN,ARBRE,ACER PLATANOIDES,1,37,DHP
4298,572,ROSLYN,ARBRE,OSTRYA VIRGINIANA,1,4,DHP
694,487,MOUNT-PLEASANT,ARBRE,ULMUS AMERICANAVF,1,,DHP
4387,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,14,DHP
3759,0,PARC PRINCE ALBERT,ARBRE,ACER PLATANOIDES,1,23.000000,DHP
1110,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,PHELLODENDRON AMURENSE,1,7.000000,DHP
840,0,PROSPECT,ARBRE,ACER NEGUNDO,1,,DHP
6891,44,YORK,ARBRE,ACER PLATANOIDES,1,44,DHP
6895,42,YORK,ARBRE,ACER NEGUNDO,1,30,DHP
4436,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
4371,56,DE LAVIGNE,ARBRE,MALUS SP.,1,,DHP
1444,316,GROSVENOR,ARBRE,ACER PLATANOIDES,1,99,DHP
282,3764,THE BOULEVARD,ARBRE,ACER PLATANOIDES,1,102,DHP
2390,354,KITCHENER,ARBRE,GINKGO BILOBA,1,,DHP
4020,532,CLARKE,ARBRE,ACER PLATANOIDES,1,,DHP
6846,4150,SHERBROOKE,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
45,4624,SHERBROOKE,SOUCHE,,1,,DHP
1421,322,ROSLYN,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5519,473,CLARKE,ARBRE,ACER PLATANOIDES,1,,DHP
4206,0,JARDIN QUEEN ELIZABETH,ARBRE,ACER RUBRUM,1,,DHP
4476,0,PARC KING GEORGE,ARBRE,TAXUS SP.,5,,DHP
4318,39,HOLTON,ARBRE,ACER RUBRUM,1,13,DHP
3211,11,CÔTE-SAINT-ANTOINE,ARBRE,ACER SACCHARINUM,1,,DHP
1724,0,SAINTE-CATHERINE,ARBRE,PICEA PUNGENSGL,1,,DHP
6431,812,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,35,DHP
4994,4699,WESTMOUNT,ARBRE,ACER X FREEMANIIAB,1,51,DHP
5605,506,CLARKE,ARBRE,ACER PLATANOIDES,1,57.000000,DHP
4182,0,JARDIN QUEEN ELIZABETH,ARBRE,ACER RUBRUM,1,,DHP
4013,597,ARGYLE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
4029,4319,MONTROSE,ARBRE,ACER PLATANOIDESCO,1,,DHP
5419,740,LEXINGTON,ARBRE,CARYA CORDIFORMIS,1,,DHP
364,0,DORCHESTER,ARBRE,ACER X FREEMANII,1,,DHP
745,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,QUERCUS IMBRICARIA,1,,DHP
6605,70,CROISSANT BELMONT,ARBRE,BETULA NIGRA,1,,DHP
5125,708,UPPER-ROSLYN,ARBRE,ACER PLATANOIDES,1,34,DHP
6700,461,MOUNT-STEPHEN,ARBRE,PICEA PUNGENSGL,1,,DHP
5752,202,CÔTE-SAINT-ANTOINE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
5698,95,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDESCO,1,,DHP
1356,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
5950,490,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
3709,594,CÔTE-SAINT-ANTOINE,ARBRE,ACER PLATANOIDES,1,75,DHP
6525,215,EDGEHILL,DISPONIBLE,ACER SP.,1,,DHP
576,649,CÔTE-SAINT-ANTOINE,ARBRE,ACER X FREEMANIIMA,0,11,DHP
2107,3227,SAINT-ANTOINE,ARBRE,ULMUS DAVIDIANA DISCOVERY®,1,,DHP
3770,0,PARC PRINCE ALBERT,ARBRE,ACER PLATANOIDES,1,32.000000,DHP
5010,4697,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,45,DHP
5310,45,OAKLAND,ARBRE,BETULA PAPYRIFERA,1,36,DHP
1491,360,VICTORIA,SOUCHE,,0,30,DHS
3971,0,THE BOULEVARD,ARBRE,QUERCUS MACROCARPA,1,,DHP
425,4574,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
5942,434,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,34,DHP
526,21,HOLTON,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
644,0,DORCHESTER,ARBRE,ACER PLATANOIDES,1,,DHP
3440,0,PARC KING GEORGE,ARBRE,OSTRYA VIRGINIANA,1,18.000000,DHP
3743,4855,SHERBROOKE,ARBRE,SYRINGA RETICULATA,1,5,DHP
2477,4100,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
183,3764,THE BOULEVARD,ARBRE,PHELLODENDRON AMURENSE,1,12,DHP
2439,396,OLIVIER,ARBRE,ACER PLATANOIDESCO,1,,DHP
0,13,CERCLE SUMMIT,DISPONIBLE,,0,,
6788,2,CHEMIN BELVEDERE,ARBRE,ACER PLATANOIDES,1,60,DHP
3140,11,AVENUE HILLSIDE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
3277,10,SPRINGFIELD,ARBRE,SYRINGA RETICULATA,1,,DHP
6455,724,UPPER-BELMONT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,8,DHP
4515,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
2371,319,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
4308,506,GROSVENOR,ARBRE,CORYLUS COLURNA,1,5.000000,DHP
3688,500,WINDSOR,ARBRE,ACER PLATANOIDES,1,53,DHP
35,405, METCALFE,ARBRE,GYMNOCLADUS DIOICUS,1,5,DHP
7160,0,PARC STAYNER,DISPONIBLE,CRATAEGUS SP.,1,,
1416,351,ROSLYN,ARBRE,ACER SACCHARINUM,1,61,DHP
3111,3,PLACE WESTMOUNT (SQUARE),DESACTIVÉ,,0,,DHP
5134,11,BELFRAGE,ARBRE,CHAMAECYPARIS NOOTKATENSIS 'PENDULA',1,,DHP
5263,3603,THE BOULEVARD,ARBRE,AESCULUS GLABRA,1,20,DHP
1667,4830,DE MAISONNEUVE,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,1,,DHP
5196,805,UPPER-LANSDOWNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,40,DHP
4730,495,VICTORIA,ARBRE,GINKGO BILOBA,1,6,DHP
1858,4941,DE MAISONNEUVE,ARBRE,ACER SACCHARINUM,1,83,DHP
6009,536,ROSLYN,ARBRE,ACER SACCHARINUM,1,92,DHP
2999,995,GLEN,ARBRE,TILIA AMERICANA,4,,DHP
5917,473,LANSDOWNE,ARBRE,GINKGO BILOBA,1,,DHP
206,497,GROSVENOR,ARBRE,QUERCUS BICOLOR,1,7,DHP
2385,4324,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
77,663,MURRAY HILL,ARBRE,QUERCUS RUBRA,1,,DHP
1601,0,PARC WESTMOUNT,ARBRE,PINUS SYLVESTRIS,1,,DHP
6523,1,WOOD,DISPONIBLE,TILIA TOMENTOSA,0,,DHP
4564,567,GROSVENOR,ARBRE,ACER PLATANOIDES,1,61,DHP
3771,0,PARC PRINCE ALBERT,ARBRE,POPULUS DELTOIDES,1,150.000000,DHP
6157,17,GRENVILLE,ARBRE,ACER PLATANOIDES,1,49.000000,DHP
6539,73,CHESTERFIELD,ARBRE,OSTRYA VIRGINIANA,0,2,DHP
1841,106,SOMERVILLE,ARBRE,ACER PLATANOIDES,1,,DHP
5515,449,CLARKE,ARBRE,CATALPA BIGNONIOIDES,1,78.000000,DHP
1481,345,VICTORIA,SOUCHE,,0,20 ?,DHS
4692,10,WILLOW,ARBRE,QUERCUS ROBUR,1,52,DHP
786,0,PARC STAYNER,ARBRE,CORYLUS COLURNA,1,42,DHP
4432,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
2698,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
3036,201, METCALFE,ARBRE,SYRINGA RETICULATA,1,,DHP
2347,321,KENSINGTON,ARBRE,ACER PLATANOIDES,1,,DHP
1735,205,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,16,DHP
6291,502,ELM,ARBRE,QUERCUS ROBURFA,1,,DHP
1540,0,PARC WESTMOUNT,ARBRE,ACER TATARICUM,1,,DHP
6549,3120,DAULAC,SOUCHE,,0,,DHS
2021,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,1,,DHP
1464,325,GROSVENOR,ARBRE,ACER SACCHARINUM,1,79,DHP
6172,19,RENFREW,DISPONIBLE,TILIA TOMENTOSA,1,,DHP
2082,4,BURTON,DISPONIBLE,ACER SP.,1,,DHP
450,449,CLAREMONT,ARBRE,ACER SACCHARINUM,1,67,DHP
4742,437,VICTORIA,ARBRE,PRUNUS VIRGINIANASC,1,39,DHP
5236,0,PARC DEVON,ARBRE,ACER PLATANOIDES,1,67,DHP
6696,0,GLADSTONE,ARBRE,ULMUS PUMILA,1,,DHP
1059,136,CLANDEBOYE,ARBRE,MALUS SP.,1,,DHP
4523,411,CÔTE-SAINT-ANTOINE,ARBRE,CARPINUS CAROLINIANA,1,5,DHP
3483,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
4767,538,GROSVENOR,ARBRE,ACER PLATANOIDES,1,67,DHP
5064,94,SUNNYSIDE,ARBRE,BETULA POPULIFOLIA,3,14-12-8,DHP
2549,338, METCALFE,ARBRE,ACER SACCHARINUM,1,,DHP
1105,0,PROSPECT,ARBRE,ACER PLATANOIDES,1,,DHP
6661,25,HOLTON,ARBRE,BETULA ALLEGHANIENSIS,1,,DHP
3519,0,PARC KING GEORGE,ARBRE,AESCULUS X CARNEA,1,,DHP
1163,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS NIGRA 'ITALICA',1,,DHP
2567,4444,SHERBROOKE,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,,DHP
2400,0,KITCHENER,ARBRE,ACER PLATANOIDES,2,,DHP
1378,4646,SHERBROOKE,ARBRE,ACER RUBRUM,1,,DHP
2179,0,PARC WESTMOUNT,ARBRE,AESCULUS X CARNEA,1,,DHP
4463,0,PARC KING GEORGE,ARBRE,PICEA GLAUCA,1,,DHP
1099,0,PROSPECT,ARBRE,ACER SACCHARINUM,1,,DHP
4826,654,VICTORIA,ARBRE,ACER PLATANOIDES,1,32.000000,DHP
20,273,MELVILLE,ARBRE,LIRIODENDRON TULIPIFERA,1,6,DHP
98,11,CÔTE-SAINT-ANTOINE,DESACTIVÉ,QUERCUS PALUSTRIS,1,,DHP
4167,3055,SHERBROOKE,ARBRE,ACER SACCHARUM,1,,DHP
1990,0,PARC WESTMOUNT,DISPONIBLE,JUGLANS NIGRA,0,120,DHS
4245,27,DE CASSON,ARBRE,ACER SACCHARUM,1,,DHP
1108,0,ESPACE VERT WEREDALE,ARBRE,TILIA CORDATA,1,,DHP
4966,4754,THE BOULEVARD,ARBRE,MALUS SP.,1,7,DHP
2311,311, METCALFE,ARBRE,ACER PLATANOIDES,1,,DHP
2891,1225,GREENE,ARBRE,ACER NEGUNDO,1,,DHP
2279,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,1,,DHP
3967,0,THE BOULEVARD,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
3267,4501,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,,DHP
3030,234, METCALFE,ARBRE,MALUS SP.,2,,DHP
468,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
427,4574,PARC WESTMOUNT,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
3102,1238,GREENE,SOUCHE,,1,4,DHP
6824,0,PARC WESTMOUNT,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
5454,421,MOUNT-PLEASANT,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,0,,DHP
1034,0,PARC WESTMOUNT,ARBRE,TILIA CORDATA,1,,DHP
3635,68,CROISSANT BELMONT,ARBRE,ACER SACCHARINUM,1,,DHP
1211,0,PARC WESTMOUNT,DISPONIBLE,TSUGA CANADENSIS,0,38,DHS
1612,0,PARC WESTMOUNT,ARBRE,OSTRYA VIRGINIANA,1,,DHP
5411,750,LEXINGTON,ARBRE,ACER SACCHARINUM,1,86,DHP
913,0,COLUMBIA,ARBRE,TILIA CORDATA,1,,DHP
1960,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
4692,10,WILLOW,ARBRE,ACER RUBRUM,1,22,DHP
4225,19,BARAT,ARBRE,PICEA PUNGENS,2,,DHP
4072,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
6480,807,UPPER-BELMONT,ARBRE,PSEUDOTSUGA MENZIESII,1,33,DHP
2938,140,AVENUE HILLSIDE,ARBRE,TILIA CORDATA,1,,DHP
3833,0,PRINCE-ALBERT,DISPONIBLE,,0,,DHP
6911,447,PRINCE-ALBERT,ARBRE,SYRINGA RETICULATA,1,24,DHP
3471,0,PARC KING GEORGE,ARBRE,ACER SACCHARINUM,1,,DHP
6390,40,JARDIN SURREY,ARBRE,ACER SACCHARUM,1,,DHP
3569,32,AVENUE FORDEN,ARBRE,ACER RUBRUM,1,,DHP
2518,269,MELVILLE,ARBRE,ACER PLATANOIDES,1,,DHP
4755,506,VICTORIA,ARBRE,ACER PLATANOIDES,1,16,DHP
6484,809,UPPER-BELMONT,ARBRE,PICEA PUNGENS,1,30,DHP
5624,0,CLARKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
7091,0,CERCLE SUMMIT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,18,DHP
5329,28,OAKLAND,ARBRE,BETULA PENDULA,2,18-16,DHP MULTIPLE
3908,3730,THE BOULEVARD,ARBRE,ACER PLATANOIDES,2,,DHP
4822,638,VICTORIA,ARBRE,ACER PLATANOIDESCK,1,23,DHP
1038,0,PARC WESTMOUNT,ARBRE,GINKGO BILOBA,1,,DHP
3920,116,ABERDEEN,ARBRE,ACER PLATANOIDES,1,70.000000,DHP
440,4574,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
1752,397,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,18,DHP
4834,661,VICTORIA,ARBRE,SYRINGA RETICULATAIS,1,3,DHP
1170,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,PICEA PUNGENS,1,,DHP
2532,4574,SHERBROOKE,ARBRE,MALUS SP.,1,,DHP
3895,4363,WESTMOUNT,ARBRE,ACER SACCHARINUM,1,105,DHP
2178,0,PARC WESTMOUNT,ARBRE,MALUS SP.,1,,DHP
5009,4697,WESTMOUNT,ARBRE,ACER SACCHARINUM,1,61,DHP
1010,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
6406,0,JARDIN SURREY,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,23,DHP
4176,0,JARDIN QUEEN ELIZABETH,ARBRE,GINKGO BILOBA,1,,DHP
5100,689,GROSVENOR,ARBRE,ACER PLATANOIDES,1,64,DHP
5820,480,STRATHCONA,DESACTIVÉ,,0,,DHP
430,4574,PARC WESTMOUNT,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
5784,0,SUNNYSIDE,ARBRE,ULMUS AMERICANANH,1,8,DHP
1871,11,GLADSTONE,DESACTIVÉ,,0,,DHP
270,3303,CEDAR,ARBRE,PHELLODENDRON AMURENSE,1,,DHP
4151,3180,THE BOULEVARD,ARBRE,ACER NEGUNDO,1,32,DHP
4375,50,DE LAVIGNE,DESACTIVÉ,,0,,DHP
3881,532,PRINCE-ALBERT,ARBRE,ULMUS PUMILA,1,,DHP
6136,659,MURRAY HILL,ARBRE,ACER SACCHARINUM,1,,DHP
6740,0,PARC WESTMOUNT,SOUCHE,,0,,DHS
5765,185,CÔTE-SAINT-ANTOINE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
4276,38,HOLTON,ARBRE,PYRUS SP.,1,,DHP
3217,4333,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,,DHP
0,0,,,,0,,
1035,0,PARC WESTMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
3540,0,PARC KING GEORGE,ARBRE,TAXUS SP.,1,,DHP
923,68,COLUMBIA,ARBRE,CORYLUS COLURNA,1,,DHP
565,338,ROSLYN,ARBRE,QUERCUS ROBUR,1,,DHP
449,327,PRINCE-ALBERT,ARBRE,ACER PLATANOIDES,1,,DHP
585,28,DEVON,ARBRE,GINKGO BILOBA,1,8,DHP
1737,221,VICTORIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,8,DHP
1282,0,PARC WESTMOUNT,ARBRE,MALUS SP.,1,,DHP
4023,4,HUDSON,ARBRE,TILIA CORDATA,1,35.000000,DHP
577,4700,SAINTE-CATHERINE,ARBRE,GINKGO BILOBA,1,5,DHP
6845,395,ELM,ARBRE,CELTIS OCCIDENTALISPS,1,,DHP
4930,657,ROSLYN,ARBRE,ACER X FREEMANIIAB,1,17,DHP
1436,396,GROSVENOR,ARBRE,ACER PLATANOIDESCO,1,33,DHP
891,0,PARC DORCHESTER-CLARKE,ARBRE,CATALPA SPECIOSA,1,,DHP
4832,678,VICTORIA,ARBRE,MALUS SP.,1,40,DHS
3338,0,PARC KING GEORGE,ARBRE,GINKGO BILOBA,1,,DHP
5301,0,CEDAR,ARBRE,ELAEAGNUS ANGUSTIFOLIA,1,25,DHP
2389,358,KITCHENER,ARBRE,GINKGO BILOBA,1,,DHP
7161,0,PARC STAYNER,DISPONIBLE,CRATAEGUS SP.,1,,
5203,773,UPPER-LANSDOWNE,ARBRE,CARPINUS CAROLINIANA,1,3,DHP
6489,0,WESTMOUNT,ARBRE,GYMNOCLADUS DIOICUS,1,5,DHP
286,4051,DE MAISONNEUVE,ARBRE,MALUS SP.,1,,DHP
2868,285,CLARKE,SOUCHE,,0,,DHS
2091,4889,DE MAISONNEUVE,DESACTIVÉ,,0,,DHP
4636,4898,WESTMOUNT,DESACTIVÉ,,0,,DHP
1475,4828,SAINTE-CATHERINE,ARBRE,ULMUS PUMILA,1,,DHP
914,0,COLUMBIA,ARBRE,TILIA CORDATA,1,,DHP
2830,4311,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
1984,0,PARC WESTMOUNT,ARBRE,CATALPA SPECIOSA,1,,DHP
480,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
3049,4374,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
4190,0,JARDIN QUEEN ELIZABETH,ARBRE,GINKGO BILOBA,1,,DHP
247,4312,MONTROSE,ARBRE,ACER PLATANOIDES,1,70,DHP
1023,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
6937,45,OAKLAND,ARBRE,ACER SACCHARUM,1,48,DHP
2280,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,1,,DHP
6816,0,PARC WESTMOUNT,DISPONIBLE,QUERCUS ROBURFA,1,,DHP
338,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,2,,DHP
2572,346,KENSINGTON,ARBRE,ACER X FREEMANIIAB,1,,DHP
2286,0,PARC WESTMOUNT,ARBRE,ULMUS X 'MORTON GLOSSY' TRIUMPH™,1,,DHP
5915,481,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,33.000000,DHP
682,0,CARRÉ PRINCE-ALBERT,ARBRE,ULMUS X 'FRONTIER',1,16,DHP
3702,6,PLACE PARKMAN,ARBRE,ACER PLATANOIDES,1,50,DHP
3562,4477,MONTROSE,ARBRE,ACER X FREEMANIIAB,1,,DHP
4655,578,CLAREMONT,ARBRE,THUJA OCCIDENTALIS,4,21-18-16-11,DHP MULTIPLE
36,430,ROSLYN,DESACTIVÉ,,0,,DHP
3734,4895,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,14,DHP
7004,24,CROISSANT SUMMIT,ARBRE,PICEA PUNGENS,0,25,DHP
2544,378, METCALFE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
426,4574,SHERBROOKE,ARBRE,ALNUS GLUTINOSA,1,5,DHP
5809,469,STRATHCONA,ARBRE,SYRINGA RETICULATA,1,,DHP
6021,487,GROSVENOR,ARBRE,ACER PLATANOIDES,1,17,DHP
6685,0,GLADSTONE,SOUCHE,,1,,DHP
5178,786,UPPER-LANSDOWNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,36,DHP
2450,351,OLIVIER,ARBRE,ACER PLATANOIDES,1,,DHP
1650,369,LANSDOWNE,DESACTIVÉ,,0,,DHP
3698,544,CLAREMONT,ARBRE,ACER PLATANOIDES,1,32,DHP
4266,428,WOOD,DESACTIVÉ,,0,,DHP
6607,0,PARC PRINCE ALBERT,ARBRE,ACER PLATANOIDES,1,,DHP
5219,215,EDGEHILL,ARBRE,ACER PLATANOIDES,1,79,DHP
6855,0,CÔTE-SAINT-ANTOINE,ARBRE,CARYA CORDIFORMIS,1,,DHP
4116,530,MOUNT-PLEASANT,ARBRE,BETULA PAPYRIFERA,3,,DHP
6899,94,SOMERVILLE,ARBRE,MALUS SP.,1,10,DHP
2508,0,PLACE PARK,ARBRE,ACER SACCHARINUM,1,,DHP
2261,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
4450,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,59,DHP
2930,50,AVENUE HILLSIDE,ARBRE,ACER PLATANOIDES,1,,DHP
5371,78,CROISSANT SUMMIT,ARBRE,ABIES BALSAMEA,1,13,DHP
1375,4646,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,,DHP
4141,517,CLARKE,ARBRE,ACER SACCHARINUM,1,,DHP
5409,756,LEXINGTON,ARBRE,ACER RUBRUM,1,35,DHP
6611,344, METCALFE,DISPONIBLE,,0,,DHP
1265,0,PARC WESTMOUNT,ARBRE,MALUS SP.,1,,DHP
