fid,Sample.Site,Site Code,Species.Code,Species Latin,Genus,Latitude,Longitude,DBH,DBH Round,Basal.Area,Subsite Code,GS Type,Classification,Index
3552,N/A,S96,ACPL,Acer platanoides,Acer,-73.640388,45.456729,,0,0,S96,Row,Public,3332
3554,N/A,S97,ACPL,Acer platanoides,Acer,-73.643538,45.457944,50.1,50,0.19625,S97,Row,Public,3336
3556,N/A,S97,ACPL,Acer platanoides,Acer,-73.643943,45.458101,73.7,74,0.429866,S97,Row,Public,3338
3557,N/A,S97,ACPL,Acer platanoides,Acer,-73.64422,45.458204,84.5,85,0.5671625,S97,Row,Public,3339
3558,N/A,S97,ACPL,Acer platanoides,Acer,-73.644354,45.458258,72.1,72,0.406944,S97,Row,Public,3340
3559,N/A,S97,ACPL,Acer platanoides,Acer,-73.644486,45.458312,70.3,70,0.38465,S97,Row,Public,3341
2467,N/A,S97,ACPL,Acer platanoides,Acer,-73.644639,45.45837,69.7,70,0.38465,S97,Row,Public,3342
2468,N/A,S98,ACPL,Acer platanoides,Acer,-73.646428,45.459056,68.3,68,0.362984,S98,Row,Public,3347
1377,N/A,S98,ACPL,Acer platanoides 'Deborah',Acer,-73.646546,45.459106,37,37,0.1074665,S98,Row,Public,3348
1378,N/A,S98,ACPL,Acer platanoides 'Deborah',Acer,-73.647324,45.459401,20.5,21,0.0346185,S98,Row,Public,3352
2469,N/A,S98,ACPL,Acer platanoides,Acer,-73.647908,45.45963,62,62,0.301754,S98,Row,Public,3358
2471,N/A,S98,ACPL,Acer platanoides,Acer,-73.648741,45.459953,61.3,61,0.2920985,S98,Row,Public,3361
2472,N/A,S98,ACPL,Acer platanoides,Acer,-73.645582,45.458729,84.8,85,0.5671625,S98,Row,Public,3362
2473,N/A,S100,ACPL,Acer platanoides,Acer,-73.646089,45.458683,70.2,70,0.38465,S100,Row,Public,3375
2474,N/A,S100,ACPL,Acer platanoides,Acer,-73.646235,45.458737,68.6,69,0.3737385,S100,Row,Public,3376
2475,N/A,S100,ACPL,Acer platanoides,Acer,-73.646488,45.45884,44.8,45,0.1589625,S100,Row,Public,3378
2477,N/A,S100,ACPL,Acer platanoides,Acer,-73.646752,45.458939,68.7,69,0.3737385,S100,Row,Public,3379
2479,N/A,S100,ACPL,Acer platanoides,Acer,-73.647693,45.459302,52.4,52,0.212264,S100,Row,Public,3385
2480,N/A,S100,ACPL,Acer platanoides,Acer,-73.648275,45.459531,72.5,73,0.4183265,S100,Row,Public,3387
2481,N/A,S100,ACPL,Acer platanoides,Acer,-73.648791,45.459719,43.1,43,0.1451465,S100,Row,Public,3389
1392,N/A,S102,ACPL,Acer platanoides 'Deborah',Acer,-73.641492,45.456264,27.3,27,0.0572265,S102,Row,Public,3410
2482,N/A,S105,ACPL,Acer platanoides,Acer,-73.646272,45.457932,24.8,25,0.0490625,S105,Row,Public,3451
1393,N/A,S105,ACPL,Acer platanoides 'Deborah',Acer,-73.64852,45.458802,,0,0,S105,Row,Public,3466
2483,N/A,S105,ACPL,Acer platanoides,Acer,-73.648632,45.458855,,0,0,S105,Row,Public,3467
3921,N/A,S106,ACPL,Acer platanoides 'Summershade',Acer,-73.645905,45.457806,43,43,0.1451465,S106,Row,Public,3492
N/A,N/A,Y1,ACPL,Acer Platanoides,Acer,N/A,N/A,16.2,16,0.020096,Y1,Private,Private,3494
N/A,N/A,Y1,ACPL,Acer Platanoides,Acer,N/A,N/A,21.3,21,0.0346185,Y1,Private,Private,3495
N/A,N/A,Y1,ACPL,Acer Platanoides,Acer,N/A,N/A,14,14,0.015386,Y1,Private,Private,3496
N/A,N/A,Y2,ACPL,Acer Platanoides,Acer,N/A,N/A,17.5,18,0.025434,Y2,Private,Private,3517
N/A,N/A,Y2,ACPL,Acer Platanoides,Acer,N/A,N/A,41.1,41,0.1319585,Y2,Private,Private,3519
N/A,N/A,Y5,ACPL,Acer Platanoides,Acer,N/A,N/A,57,57,0.2550465,Y5,Private,Private,3529
N/A,N/A,Y8,ACPL,Acer Platanoides,Acer,N/A,N/A,26.1,26,0.053066,Y8,Private,Private,3548
N/A,N/A,Y9,ACPL,Acer Platanoides,Acer,N/A,N/A,43.1,43,0.1451465,Y9,Private,Private,3554
N/A,N/A,Y12,ACPL,Acer Platanoides,Acer,N/A,N/A,25.3,25,0.0490625,Y12,Private,Private,3580
N/A,N/A,Y16,ACPL,Acer Platanoides,Acer,N/A,N/A,63.1,63,0.3115665,Y16,Private,Private,3602
N/A,N/A,Y17,ACPL,Acer Platanoides,Acer,N/A,N/A,35,35,0.0961625,Y17,Private,Private,3611
N/A,N/A,Y17,ACPL,Acer Platanoides,Acer,N/A,N/A,14.3,14,0.015386,Y17,Private,Private,3612
N/A,N/A,Y28,ACPL,Acer Platanoides,Acer,N/A,N/A,30.8,31,0.0754385,Y28,Private,Private,3669
N/A,N/A,Y28,ACPL,Acer Platanoides,Acer,N/A,N/A,31.4,31,0.0754385,Y28,Private,Private,3670
N/A,N/A,Y28,ACPL,Acer Platanoides,Acer,N/A,N/A,14,14,0.015386,Y28,Private,Private,3672
N/A,N/A,Y28,ACPL,Acer Platanoides,Acer,N/A,N/A,32.2,32,0.080384,Y28,Private,Private,3673
N/A,N/A,Y31,ACPL,Acer Platanoides,Acer,N/A,N/A,40.4,40,0.1256,Y31,Private,Private,3687
N/A,N/A,Y31,ACPL,Acer Platanoides,Acer,N/A,N/A,17.4,17,0.0226865,Y31,Private,Private,3688
N/A,N/A,Y31,ACPL,Acer Platanoides,Acer,N/A,N/A,7.3,7,0.0038465,Y31,Private,Private,3689
N/A,N/A,Y31,ACPL,Acer Platanoides,Acer,N/A,N/A,30.7,31,0.0754385,Y31,Private,Private,3690
N/A,N/A,Y31,ACPL,Acer Platanoides,Acer,N/A,N/A,17,17,0.0226865,Y31,Private,Private,3691
N/A,N/A,Y31,ACPL,Acer Platanoides,Acer,N/A,N/A,40.4,40,0.1256,Y31,Private,Private,3692
N/A,N/A,Y33,ACPL,Acer Platanoides,Acer,N/A,N/A,59.2,59,0.2732585,Y33,Private,Private,3706
N/A,N/A,Y35,ACPL,Acer Platanoides,Acer,N/A,N/A,51.9,52,0.212264,Y35,Private,Private,3716
N/A,N/A,Y40,ACPL,Acer Platanoides,Acer,N/A,N/A,32.6,33,0.0854865,Y40,Private,Private,3727
N/A,N/A,Y45,ACPL,Acer Platanoides,Acer,N/A,N/A,81.6,82,0.527834,Y45,Private,Private,3764
N/A,N/A,Y45,ACPL,Acer Platanoides,Acer,N/A,N/A,151.2,151,1.7898785,Y45,Private,Private,3765
N/A,N/A,Y45,ACPL,Acer Platanoides,Acer,N/A,N/A,47.8,48,0.180864,Y45,Private,Private,3767
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,28.6,29,0.0660185,Y46,Private,Private,3770
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,17.5,18,0.025434,Y46,Private,Private,3771
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,5.5,6,0.002826,Y46,Private,Private,3772
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,7.6,8,0.005024,Y46,Private,Private,3774
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,5,5,0.0019625,Y46,Private,Private,3775
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,7.3,7,0.0038465,Y46,Private,Private,3776
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,6.8,7,0.0038465,Y46,Private,Private,3777
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,29.5,30,0.07065,Y46,Private,Private,3778
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,7.6,8,0.005024,Y46,Private,Private,3779
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,14.8,15,0.0176625,Y46,Private,Private,3780
N/A,N/A,Y46,ACPL,Acer Platanoides,Acer,N/A,N/A,144,144,1.627776,Y46,Private,Private,3782
N/A,N/A,Y53,ACPL,Acer Platanoides,Acer,N/A,N/A,9.9,10,0.00785,Y53,Private,Private,3848
N/A,N/A,Y56,ACPL,Acer Platanoides,Acer,N/A,N/A,45,45,0.1589625,Y56,Private,Private,3880
N/A,N/A,Y58,ACPL,Acer Platanoides,Acer,N/A,N/A,100.3,100,0.785,Y58,Private,Private,3884
N/A,N/A,Y62,ACPL,Acer Platanoides,Acer,N/A,N/A,19.7,20,0.0314,Y62,Private,Private,3917
N/A,N/A,Y62,ACPL,Acer Platanoides,Acer,N/A,N/A,105.1,105,0.8654625,Y62,Private,Private,3919
N/A,N/A,Y62,ACPL,Acer Platanoides,Acer,N/A,N/A,15.6,16,0.020096,Y62,Private,Private,3921
N/A,N/A,Y62,ACPL,Acer Platanoides,Acer,N/A,N/A,5.1,5,0.0019625,Y62,Private,Private,3922
N/A,N/A,Y62,ACPL,Acer Platanoides,Acer,N/A,N/A,78.8,79,0.4899185,Y62,Private,Private,3923
N/A,N/A,Y63,ACPL,Acer Platanoides,Acer,N/A,N/A,19.7,20,0.0314,Y63,Private,Private,3932
N/A,N/A,Y65,ACPL,Acer Platanoides,Acer,N/A,N/A,27,27,0.0572265,Y65,Private,Private,3952
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,27.6,28,0.061544,Y71,Private,Private,3993
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,16.2,16,0.020096,Y71,Private,Private,3994
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,13.7,14,0.015386,Y71,Private,Private,3998
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,40.1,40,0.1256,Y71,Private,Private,3999
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,4.8,5,0.0019625,Y71,Private,Private,4003
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,6,6,0.002826,Y71,Private,Private,4005
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,51.1,51,0.2041785,Y71,Private,Private,4006
N/A,N/A,Y71,ACPL,Acer Platanoides,Acer,N/A,N/A,44.6,45,0.1589625,Y71,Private,Private,4007
N/A,N/A,Y86,ACPL,Acer Platanoides,Acer,N/A,N/A,15.8,16,0.020096,Y86,Private,Private,4204
N/A,N/A,Y88,ACPL,Acer Platanoides,Acer,N/A,N/A,7.8,8,0.005024,Y88,Private,Private,4208
N/A,N/A,Y88,ACPL,Acer Platanoides,Acer,N/A,N/A,5.4,5,0.0019625,Y88,Private,Private,4216
191,St. Phillips Church,I5,ACPLCK,Acer Platanoides ¬Crimson King¬,Acer,45.453405,-73.6428658,31.5,32,0.080384,SP2,Inst,Private,1706
1279,N/A,S16,ACPLCK,Acer platanoides 'Crimson King',Acer,-73.647888,45.456017,52.7,53,0.2205065,S16,Row,Public,2052
2682,N/A,S24,ACPLCK,Acer platanoides 'Schwedleri',Acer,-73.642121,45.468744,29.5,30,0.07065,S24,Row,Public,2172
1296,N/A,S33,ACPLCK,Acer platanoides 'Crimson Sentry',Acer,-73.643197,45.465512,10.9,11,0.0094985,S33,Row,Public,2333
1280,N/A,S44,ACPLCK,Acer platanoides 'Crimson King',Acer,-73.645236,45.463768,36.5,37,0.1074665,S44,Row,Public,2498
1295,N/A,S53,ACPLCK,Acer platanoides 'Crimson King',Acer,-73.629247,45.461322,53.2,53,0.2205065,S53,Row,Public,2651
2683,N/A,S60,ACPLCK,Acer platanoides 'Schwedleri',Acer,-73.630866,45.461352,42.8,43,0.1451465,S60,Row,Public,2759
2684,N/A,S71,ACPLCK,Acer platanoides 'Schwedleri',Acer,-73.641078,45.467409,61.8,62,0.301754,S71,Row,Public,2935
2685,N/A,S78,ACPLCK,Acer platanoides 'Schwedleri',Acer,-73.640829,45.463688,49.4,49,0.1884785,S78,Row,Public,3061
2708,N/A,S98,ACPLCK,Acer platanoides 'Royal Red',Acer,-73.647759,45.459576,23.6,24,0.045216,S98,Row,Public,3356
235,LOYOLA,P5,ACRU,Acer Rubrum,Acer,45.4614753,-73.6452198,4.5,5,0.0019625,LO60,Park,Public,477
963,TRENHOLME,P6,ACRU,Acer Rubrum,Acer,45.459696,-73.63076,29.7,30,0.07065,T28,Park,Public,924
959,TRENHOLME,P6,ACRU,Acer Rubrum,Acer,45.460476,-73.629449,29,29,0.0660185,T31,Park,Public,930
972,TRENHOLME,P6,ACRU,Acer Rubrum,Acer,45.460003,-73.630119,30.7,31,0.0754385,T36,Park,Public,944
923,TRENHOLME,P6,ACRU,Acer Rubrum,Acer,45.460093,-73.629937,18.8,19,0.0283385,T70,Park,Public,1013
973,TRENHOLME,P6,ACRU,Acer Rubrum,Acer,45.460124,-73.630039,30.8,31,0.0754385,T70,Park,Public,1014
484,St. Catherine de Sienne School,I12,ACRU,Acer Rubrum,Acer,45.4609257,-73.6444309,7.5,8,0.005024,CSC9,Inst,Private,1232
527,Judith Jasmine School,I15,ACRU,Acer Rubrum,Acer,45.4631393,-73.6410201,6.2,6,0.002826,J19,Inst,Private,1325
51,St. Monica School,I16,ACRU,Acer Rubrum,Acer,45.4674217,-73.6344132,15.2,15,0.0176625,SM4,Inst,Private,1650
2587,N/A,S19,ACRU,Acer rubrum,Acer,-73.638917,45.460514,30.3,30,0.07065,S19,Row,Public,2092
2588,N/A,S31,ACRU,Acer rubrum,Acer,-73.640219,45.464373,51.2,51,0.2041785,S31,Row,Public,2295
2589,N/A,S97,ACRU,Acer rubrum,Acer,-73.644895,45.458469,40.2,40,0.1256,S97,Row,Public,3343
N/A,N/A,Y24,ACRU,Acer Rubrum,Acer,N/A,N/A,40.6,41,0.1319585,Y24,Private,Private,3642
N/A,N/A,Y24,ACRU,Acer Rubrum,Acer,N/A,N/A,33,33,0.0854865,Y24,Private,Private,3643
N/A,N/A,Y24,ACRU,Acer Rubrum,Acer,N/A,N/A,53.3,53,0.2205065,Y24,Private,Private,3648
243,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.467013,-73.631927,24.5,25,0.0490625,B70,Park,Public,173
244,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.467048,-73.632009,26,26,0.053066,B70,Park,Public,191
85,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4655006,-73.6326463,39.4,39,0.1193985,B24,Park,Public,264
173,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4660134,-73.6334493,45.1,45,0.1589625,B51,Park,Public,277
264,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.465449,-73.632536,45.7,46,0.166106,B72,Park,Public,278
265,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.465404,-73.632451,46.5,47,0.1734065,B72,Park,Public,279
127,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4663466,-73.6339867,47.1,47,0.1734065,B35,Park,Public,281
128,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4663927,-73.634093,48.4,48,0.180864,B35,Park,Public,283
131,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4659474,-73.6333943,49.1,49,0.1884785,B36,Park,Public,284
81,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.466117,-73.631521,52.7,53,0.2205065,B23,Park,Public,291
113,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4662975,-73.6338959,52.9,53,0.2205065,B33,Park,Public,292
174,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4660692,-73.6335582,55.2,55,0.2374625,B51,Park,Public,295
63,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4657299,-73.6330399,55.3,55,0.2374625,B18,Park,Public,297
132,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4658418,-73.6332199,56.9,57,0.2550465,B36,Park,Public,299
94,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4665009,-73.63426,58.2,58,0.264074,B27,Park,Public,302
114,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.4662065,-73.6338328,59.2,59,0.2732585,B33,Park,Public,303
87,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.465561,-73.632758,59.8,60,0.2826,B24,Park,Public,305
83,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.466178,-73.631465,61.9,62,0.301754,B23,Park,Public,307
175,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.466131,-73.6337074,70.8,71,0.3957185,B51,Park,Public,312
100,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.466725,-73.631205,85.6,86,0.580586,B29,Park,Public,314
77,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.466805,-73.631378,86.8,87,0.5941665,B20,Park,Public,315
266,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.467336,-73.633536,88.9,89,0.6217985,B73,Park,Public,316
318,BENNY,P1,ACSA,Acer Saccharinum,Acer,45.466572,-73.631565,88.9,89,0.6217985,B91,Park,Public,317
373,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.454972,-73.639681,21.2,21,0.0346185,C12,Park,Public,373
375,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.454976,-73.639541,22.3,22,0.037994,C14,Park,Public,375
378,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455016,-73.639698,22.9,23,0.0415265,C12,Park,Public,378
386,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455022,-73.639446,32.2,32,0.080384,C14,Park,Public,386
397,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455553,-73.639369,49,49,0.1884785,C10,Park,Public,397
400,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455515,-73.639431,51.7,52,0.212264,C6,Park,Public,400
405,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.454991,-73.639789,57.9,58,0.264074,C12,Park,Public,405
407,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.454927,-73.639632,60.9,61,0.2920985,C9,Park,Public,407
408,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455381,-73.639302,62.3,62,0.301754,C6,Park,Public,408
411,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.454914,-73.639706,63.1,63,0.3115665,C9,Park,Public,411
412,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455116,-73.639251,63.7,64,0.321536,C14,Park,Public,412
416,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455048,-73.639847,66.2,66,0.341946,C7,Park,Public,416
417,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455091,-73.639777,66.4,66,0.341946,C12,Park,Public,417
418,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455301,-73.639677,66.5,67,0.3523865,C11,Park,Public,418
421,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455074,-73.639341,69.7,70,0.38465,C14,Park,Public,421
423,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.455139,-73.639209,71.2,71,0.3957185,C14,Park,Public,423
425,COFFEE,P2,ACSA,Acer Saccharinum,Acer,45.454954,-73.639824,73.5,74,0.429866,C12,Park,Public,425
88,LOYOLA,P5,ACSA,Acer Saccharinum,Acer,45.461435,-73.647339,16,16,0.020096,LO135,Park,Public,590
89,LOYOLA,P5,ACSA,Acer Saccharinum,Acer,45.461515,-73.647316,16.1,16,0.020096,LO135,Park,Public,592
106,LOYOLA,P5,ACSA,Acer Saccharinum,Acer,45.461486,-73.64745,18.9,19,0.0283385,LO152,Park,Public,615
64,LOYOLA,P5,ACSA,Acer Saccharinum,Acer,45.46078,-73.647149,63.2,63,0.3115665,LO123,Park,Public,812
203,LOYOLA,P5,ACSA,Acer Saccharinum,Acer,45.461738,-73.647122,80.6,81,0.5150385,LO4,Park,Public,824
218,LOYOLA,P5,ACSA,Acer Saccharinum,Acer,45.461044,-73.647146,86.2,86,0.580586,LO5,Park,Public,825
1043,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460612,-73.632677,62.4,62,0.301754,T1,Park,Public,884
1074,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.46072,-73.632623,69.6,70,0.38465,T1,Park,Public,885
1082,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460711,-73.632746,71.5,72,0.406944,T1,Park,Public,886
1036,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461132,-73.630689,61.8,62,0.301754,T4,Park,Public,891
1079,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460798,-73.63354,71.2,71,0.3957185,T7,Park,Public,901
1042,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460341,-73.629461,62.4,62,0.301754,T22,Park,Public,910
1051,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460377,-73.629755,64.6,65,0.3316625,T22,Park,Public,911
1084,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460381,-73.629616,72.1,72,0.406944,T22,Park,Public,912
1086,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460269,-73.629708,72.8,73,0.4183265,T22,Park,Public,913
997,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460585,-73.632773,45,45,0.1589625,T23,Park,Public,914
1110,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460485,-73.632949,85.7,86,0.580586,T23,Park,Public,915
1108,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460228,-73.629829,83.6,84,0.553896,T24,Park,Public,919
915,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460988,-73.630342,16.4,16,0.020096,T26,Park,Public,920
1120,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460948,-73.630199,129.7,130,1.32665,T26,Park,Public,922
1093,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.459638,-73.630824,75.2,75,0.4415625,T28,Park,Public,926
896,TRENHOLME,P6,ACSA,Acer Saccharinum 'Pyramidalis',Acer,45.460438,-73.629523,7.4,7,0.0038465,T31,Park,Public,929
1092,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460512,-73.629561,74.9,75,0.4415625,T31,Park,Public,931
1034,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460472,-73.629236,61.6,62,0.301754,T34,Park,Public,937
1035,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460552,-73.629418,61.6,62,0.301754,T34,Park,Public,938
1068,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460422,-73.629319,68.8,69,0.3737385,T34,Park,Public,939
1055,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461329,-73.631206,65.9,66,0.341946,T35,Park,Public,942
1066,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461247,-73.630995,68.3,68,0.362984,T35,Park,Public,943
1010,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461522,-73.631856,53.1,53,0.2205065,T40,Park,Public,951
1021,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461526,-73.631937,58.8,59,0.2732585,T40,Park,Public,952
1025,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.4614,-73.631802,60.2,60,0.2826,T40,Park,Public,953
1099,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461377,-73.631937,78.8,79,0.4899185,T40,Park,Public,954
1061,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460429,-73.631288,67.2,67,0.3523865,T43,Park,Public,958
1072,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460303,-73.631322,69.1,69,0.3737385,T43,Park,Public,959
907,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461481,-73.631569,12.3,12,0.011304,T45,Park,Public,962
1057,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461499,-73.631632,66,66,0.341946,T45,Park,Public,966
1096,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461332,-73.632038,77.9,78,0.477594,T47,Park,Public,969
1014,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.459696,-73.63103,56.5,57,0.2550465,T50,Park,Public,978
1040,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.459783,-73.631128,62.2,62,0.301754,T50,Park,Public,980
1071,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.459705,-73.63111,69.1,69,0.3737385,T50,Park,Public,981
967,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460913,-73.632654,29.9,30,0.07065,T53,Park,Public,985
968,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460055,-73.632024,30.1,30,0.07065,T56,Park,Public,987
1064,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460005,-73.63185,68.2,68,0.362984,T56,Park,Public,988
908,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461588,-73.632567,12.5,13,0.0132665,T57,Park,Public,989
918,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461511,-73.632822,17.2,17,0.0226865,T57,Park,Public,990
1105,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460396,-73.632739,81.3,81,0.5150385,T63,Park,Public,999
1033,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460683,-73.62953,61.4,61,0.2920985,T64,Park,Public,1000
1038,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460732,-73.629634,62,62,0.301754,T64,Park,Public,1001
1077,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460629,-73.629377,71,71,0.3957185,T64,Park,Public,1002
1113,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460588,-73.629601,88.9,89,0.6217985,T64,Park,Public,1003
1006,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461053,-73.632145,52.8,53,0.2205065,T67,Park,Public,1008
1080,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460889,-73.630085,71.3,71,0.3957185,T68,Park,Public,1009
1054,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.46066,-73.629728,65.8,66,0.341946,T69,Park,Public,1010
1003,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460152,-73.629841,48.8,49,0.1884785,T70,Park,Public,1015
1050,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460184,-73.629916,63.8,64,0.321536,T70,Park,Public,1016
1112,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460057,-73.630045,88.2,88,0.607904,T70,Park,Public,1017
1115,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.4601,-73.631841,95.5,96,0.723456,T72,Park,Public,1019
977,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461367,-73.63299,31.6,32,0.080384,T74,Park,Public,1027
994,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461484,-73.6329,41.5,42,0.138474,T76,Park,Public,1028
1047,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461358,-73.632864,62.8,63,0.3115665,T76,Park,Public,1029
1104,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461399,-73.632727,81,81,0.5150385,T76,Park,Public,1030
1116,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.460531,-73.632677,114.2,114,1.020186,T77,Park,Public,1035
951,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461706,-73.63215,27.4,27,0.0572265,T78,Park,Public,1037
1091,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461125,-73.632346,74.3,74,0.429866,T79,Park,Public,1039
1117,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461044,-73.632397,116.6,117,1.0745865,T79,Park,Public,1040
1065,TRENHOLME,P6,ACSA,Acer Saccharinum,Acer,45.461064,-73.630499,68.2,68,0.362984,T85,Park,Public,1046
