fid,ObjectId,GlobalID,Date_relev,Classification,GS Type,Sample Site,No_civique,Site Code,DBH,Species Code,Species_Common,Species Latin,Genus,Latitude,Longitude,Area_Site
2349,43678,95e5785e-dcb7-4101-b365-070991b77417,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,17,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489292,-73.58343,8799.965514
2360,43689,1dce16b2-0a15-4d44-a8ba-f21df5dcaa15,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,19,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.48909,-73.583841,8799.965514
3197,43303,288647ff-5f81-48bd-abfe-144ac4703a9a,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,21,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.48954,-73.583141,8799.965514
3206,43312,8a22f388-e4a8-40c6-9c0f-0059bef790e6,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,20,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489604,-73.583124,8799.965514
3423,43926,b2b4a4a9-ded7-4892-90cc-b08051644a46,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,12,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489782,-73.583489,8799.965514
3430,43933,2b9434a9-5e18-4eba-9471-6e85c3061787,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,31,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489571,-73.583341,8799.965514
3432,43935,14a5ce04-db42-423f-8185-876ecd21f98b,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,32,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489501,-73.583263,8799.965514
3436,43939,d6238ee1-17f8-49d7-acdd-5631e4bb74a6,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,15,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489296,-73.583606,8799.965514
3437,43940,30e3550b-8ac1-4358-b191-0173a2680eae,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,21,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489271,-73.583679,8799.965514
3438,43941,d1a10461-91be-45e9-87db-3f63b186fe49,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,20,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.48914,-73.583714,8799.965514
3440,43943,b81d85f0-6beb-4ca0-b448-e8f95856985a,12/5/2016 12:00:00 AM,Public,Parc,CABOT,N/A,P1,31,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489201,-73.584065,8799.965514
3341,43844,6a868e61-d068-41f9-a4c2-8dd0a7669513,1/27/2017 12:00:00 AM,Public,Parc,HENRI-DUNANT,N/A,P2,27,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489694,-73.582135,2460.780773
3348,43851,5fdde826-1305-4a36-8e45-112b2c0d31f2,1/27/2017 12:00:00 AM,Public,Parc,HENRI-DUNANT,N/A,P2,31,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.489697,-73.582343,2460.780773
5007,196206,7bc9e9b9-07a3-4cca-adb7-400f441c837f,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3471,S119,15,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.491369,-73.590299,637.2535066
1744,41076,74e046a0-4363-484b-b85f-88055f11ca88,9/16/2012 12:00:00 AM,Public,Parc,CÔTE-DES-NEIGES/D. PENFIELD,N/A,,5,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.496259,-73.586463,
7894,198731,ca52db99-b0a1-4500-81c2-212690c40309,2/16/2015 12:00:00 AM,Public,Street,Chemin de la Côte-des-Neiges,N/A,,5,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.49636,-73.583204,
7895,198732,84dcbb17-4c5f-4802-ac9d-71b9bb62b1d7,2/16/2015 12:00:00 AM,Public,Street,Chemin de la Côte-des-Neiges,N/A,,5,GLTRSK,Skyline Honey-Locust,Gleditsia triacanthos 'Skyline',Gleditsia,45.49636,-73.583321,
11103,201921,a451a33b-c270-4df2-9820-8f50100bcec5,1/12/2012 12:00:00 AM,Public,Street,Rue Lambert-Closse,2115,S11,25,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.491328,-73.585516,702.947009
15520,205939,c8cca993-9250-4f07-8917-837b8599ec0e,3/6/2012 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1931,S24,6,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494291,-73.583893,1473.363405
13673,204510,fb367bab-b178-4169-a069-2c0ebaebd094,1/10/2012 12:00:00 AM,Public,Street,Rue Saint-Mathieu,2128,S41,22,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494881,-73.581221,490.98962
14060,204895,ef960831-1c1f-43bc-9ec0-e79b5e4f15a5,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1647,S54,20,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.49437,-73.578733,460.7016246
14061,204896,8dc640ae-d4b1-443b-9198-76c6b68fd174,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1653,S54,18,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494266,-73.578851,460.7016246
14062,204897,a790258c-9f48-435f-9c2c-769f36f58463,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1675,S54,15,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.493983,-73.579186,460.7016246
14063,204898,09fa0019-9e1c-49bc-b0f9-e1f50889c88e,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1675,S54,16,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494149,-73.578989,460.7016246
14064,204899,b2413ea1-4e7a-4768-9f5d-7886bea0472e,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1675,S54,12,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494086,-73.579062,460.7016246
13085,204309,92f164bd-af7c-45a2-a18c-31f9a76123ec,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1600,S59,22,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494721,-73.578067,1822.97323
13087,204311,28416f9e-aec0-4509-afbe-c3a298b53a36,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1608,S59,23,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.493942,-73.578984,1822.97323
13089,204313,0ccf374b-6a13-426e-8ea4-65e1e245148d,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1608,S59,25,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494303,-73.578558,1822.97323
13090,204314,7c133fca-714d-4e59-b512-8d0b3606d270,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1608,S59,23,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.494253,-73.578622,1822.97323
13102,204326,b156831d-7836-4a5a-967e-1f96641175d7,3/5/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1834,S60,15,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.493258,-73.579778,1237.624331
13109,204333,d61d3e28-0d8f-43ba-87eb-801e624286b9,11/16/2004 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1970,S81,17,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.49211,-73.581127,794.9974337
13600,204020,91a4c890-7a17-4940-a207-9fb65cb5d0b7,3/6/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2051,S99,17,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.491821,-73.581731,878.1440621
13114,204338,3583fc7b-fdb9-4b9d-94f9-731745ef16f8,3/6/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1990,S100,24,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.491092,-73.582323,1134.24052
12421,204042,f2fb33ac-34a3-418b-86a5-3527821151bc,7/1/2013 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,N/A,S103,22,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.49088,-73.582838,797.6143272
13603,204023,0768aa84-36ea-4a68-a451-c1e29db0fd29,7/1/2013 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2165,S103,21,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.49061,-73.583155,797.6143272
13604,204024,fcb79256-c6bd-4985-8866-947eda6591d9,7/1/2013 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2165,S103,23,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.490664,-73.58309,797.6143272
13605,204025,1ae1fc47-9094-4980-949a-521c54edb347,7/1/2013 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2175,S103,23,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.490556,-73.583212,797.6143272
13607,204027,47bcc886-ec46-4cbb-954a-4d39fe71c5bd,7/1/2013 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2201,S103,24,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.490439,-73.583352,797.6143272
13115,204339,9262a180-1c72-4215-8f6a-015fc221a997,3/6/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2150,S104,20,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.490673,-73.582817,755.7947818
13120,204344,846c74bd-bbf3-45b2-9bdd-64a558ce2877,7/29/2016 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,2186,S104,27,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.490457,-73.583069,755.7947818
10590,201016,8d0a0c23-f242-4808-8244-09d92704012f,1/12/2012 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S105,21,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.490618,-73.584293,815.4206559
3346,43849,cb521a07-677a-4b64-a340-c82455deb409,1/27/2017 12:00:00 AM,Public,Parc,HENRI-DUNANT,N/A,P2,49,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.489612,-73.582313,2460.780773
3349,43852,ea928bfe-b746-471b-9f94-b0938a1a4df6,1/27/2017 12:00:00 AM,Public,Parc,HENRI-DUNANT,N/A,P2,39,GLTRIN,Thornless Honey-Locust,Gleditsia triacanthos var. inermis,Gleditsia,45.489641,-73.582421,2460.780773
10575,201001,c69f9ce3-7feb-47a9-91a8-e9db40fa25ed,5/15/2011 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491611,-73.586006,509.8258925
10578,201004,f5ac8232-a367-4076-ae5e-480a1fc7df75,10/23/2018 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491917,-73.586534,509.8258925
11105,201923,c22bcceb-5f07-44e8-8f55-b710ec4a457d,10/5/2017 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491557,-73.585915,509.8258925
11106,201924,74e2c0a3-b0f9-4ba0-aa80-65dc7f1dad39,9/30/2019 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491692,-73.586143,509.8258925
11107,201925,556dbadd-7395-44f7-bfb9-8aaf0da3ffa2,10/23/2018 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491849,-73.586415,509.8258925
11109,201927,a2aa48ce-b12f-4faf-8661-af1538d9a595,5/15/2011 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491993,-73.586663,509.8258925
14210,205045,00ef1946-381d-4599-adb6-ef4487cd8685,5/31/2018 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,2162,S3,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492396,-73.586155,992.0535921
14214,205049,21571425-633c-4fd2-ad90-ee1679fc02ac,5/31/2018 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,2330,S5,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.4917,-73.58727,857.110891
7998,198835,c353347c-e2bd-4137-a26d-0c14538dd35d,6/15/2018 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,2325,S9,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.49037,-73.585598,647.7857957
11098,201916,6ce9214b-6b87-4805-b750-c4bfe14ecfc9,9/30/2019 12:00:00 AM,Public,Street,Rue Lambert-Closse,2005,S11,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491045,-73.585034,702.947009
11099,201917,d0daca0a-23d3-407a-a45c-6bba40089a9a,9/30/2019 12:00:00 AM,Public,Street,Rue Lambert-Closse,2035,S11,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491085,-73.585107,702.947009
11104,201922,36725b9e-a892-4c3f-b611-80f987dfd523,9/30/2019 12:00:00 AM,Public,Street,Rue Lambert-Closse,2115,S11,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491391,-73.585624,702.947009
14197,205032,dfa98477-ce4d-4c61-a071-e3d9b82d8ccf,11/23/2016 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,2082,S18,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492943,-73.585241,1095.370533
14186,205021,a16a5690-6831-41cc-ac75-adf3bfb26039,6/22/2014 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1900,S25,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494361,-73.583543,978.307623
14187,205022,38625cfe-67ba-443a-9bbf-1d7c3bba9154,5/31/2018 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1950,S25,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494274,-73.583617,978.307623
14190,205025,4e394000-6219-47eb-a2cc-5734c42376e6,6/22/2014 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1980,S25,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493817,-73.584022,978.307623
14191,205026,4f584afe-30fe-4350-8b34-5535f5a74872,11/23/2016 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,2000,S25,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493729,-73.584101,978.307623
14192,205027,327d2682-e6e2-4dae-837a-0bd48617f62c,6/22/2014 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,2000,S25,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493625,-73.584199,978.307623
15119,206335,4865d22f-8b85-47df-a765-5b355b9485c1,5/31/2019 12:00:00 AM,Public,Street,Rue du Fort,N/A,S26,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.49339,-73.584079,425.1859865
12818,204444,e82a5847-41cc-4d81-8f03-abc5268a1d2c,6/1/2014 12:00:00 AM,Public,Street,Rue Saint-Marc,2310,S28,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494371,-73.583209,417.3917154
15109,206325,67ee582f-3130-4181-9394-faf53791e4aa,5/31/2019 12:00:00 AM,Public,Street,Rue du Fort,N/A,S31,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492763,-73.582907,352.0964037
12415,204439,37424a91-45cf-43f1-a5fe-a4b01659bc74,5/31/2021 12:00:00 AM,Public,Street,Rue Saint-Marc,2000,S32,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493625,-73.581937,524.5353896
12422,204441,6f3163a3-d828-4a95-ab44-63c1e1ff9a58,5/31/2021 12:00:00 AM,Public,Street,Rue Saint-Marc,2100,S32,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493845,-73.582316,524.5353896
12815,204443,f1238595-4a5d-4207-9ab6-f22c07687661,5/5/2016 12:00:00 AM,Public,Street,Rue Saint-Marc,2150,S32,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493967,-73.582532,524.5353896
13193,204417,7b9fd940-daeb-46be-9d84-0669f58a8f4e,11/7/2016 12:00:00 AM,Public,Street,Rue Saint-Marc,2155,S34,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.49403,-73.582366,501.0228089
15939,205576,ce2a1131-77c4-4231-8a57-cd45a0c2f5b3,5/31/2018 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1818,S36,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.495357,-73.582663,938.9506061
13225,204452,9b7d4873-eb54-4abb-a19d-f8b09d0bcd55,6/1/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,2055,S42,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494742,-73.580691,609.2720936
13227,204453,3a081a3d-156c-4106-b517-6a6c2901090a,5/10/2017 12:00:00 AM,Public,Street,Rue Saint-Mathieu,2121,S42,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494935,-73.581016,609.2720936
15933,205570,ab8b0f74-887c-4b72-8578-78b8900e871d,6/4/2019 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1600,S43,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.496238,-73.581886,677.6550635
15935,205572,9aec06cd-aba4-4110-8d5f-d4391baad19a,6/4/2019 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,1620,S43,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.496086,-73.582018,677.6550635
6459,198068,c6a992c4-fde9-4c56-9a77-9f0e6087f8c7,5/11/2015 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,1600,S49,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.495296,-73.579558,837.2537757
6461,198070,29f30465-26b8-4248-bd2e-a54d6388a708,10/17/2016 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,1640,S52,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.495003,-73.5799,658.1383131
6462,198071,165bc7a6-bcf2-4506-800e-fb98fabed043,10/17/2016 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,1684,S52,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494724,-73.580225,658.1383131
6463,198072,6a61dd3e-bf7b-40f7-bb85-1d6a401909b0,10/17/2016 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,1684,S52,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494666,-73.5803,658.1383131
13219,204449,485e4b2a-0b26-433a-9e20-fc3457d6f622,6/3/2018 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1439,S53,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494369,-73.580048,697.7219366
13221,204450,35b07b40-3ecf-4d25-9b6c-d08e645f3304,5/12/2019 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1445,S53,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494526,-73.580322,697.7219366
13627,204464,d1f6bb91-23f5-406b-8235-e017b4de3f1f,5/10/2017 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S53,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494023,-73.579456,697.7219366
13629,204466,e0dd5c0b-0ec8-45c4-a39d-305dc2510643,6/3/2018 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S53,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494084,-73.579566,697.7219366
13665,204502,336516e3-7f92-469b-8a93-4dedf032c115,6/28/2013 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1420,S55,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.494037,-73.579757,844.6643139
6465,198074,90971d09-f0df-4379-88de-579d7682bc03,10/17/2016 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,1800,S56,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.4944,-73.580616,1095.575186
13184,204408,e5d9647b-5918-4398-be93-3f05c9fb2c2d,5/5/2016 12:00:00 AM,Public,Street,Rue Saint-Marc,1431,S58,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493235,-73.580972,1161.398285
13185,204409,2b3963e5-0f6f-4307-bee3-a46a8d214260,5/5/2016 12:00:00 AM,Public,Street,Rue Saint-Marc,1439,S58,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493306,-73.581095,1161.398285
13186,204410,dd1cbf96-e2c2-49bb-934f-5070a1c19782,6/12/2018 12:00:00 AM,Public,Street,Rue Saint-Marc,1441,S58,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493378,-73.581227,1161.398285
13198,204422,862cf9e9-cf71-4a3e-a765-a1465470c97c,5/31/2012 12:00:00 AM,Public,Street,Rue Saint-Marc,N/A,S58,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493019,-73.580618,1161.398285
13216,204447,23c53568-a12e-4ce0-846d-8065ea2ac6ac,5/10/2017 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1235,S62,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493677,-73.578858,1681.479666
13609,204029,89438288-0ac4-4261-874b-cc657ab43261,10/4/2020 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S62,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492407,-73.576684,1681.479666
13637,204474,f0848434-76d1-4264-92c3-41be579c07d7,5/5/2016 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1262,S63,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493452,-73.57875,603.8445663
13641,204478,82ad555f-69c7-4507-b355-aad33f16c67a,5/5/2016 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1278,S63,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493609,-73.57903,603.8445663
13029,204253,dee62eb8-b1bb-4415-ac41-07199082687b,10/4/2020 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1210,S64,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492944,-73.577883,459.8356318
13032,204256,1679e0ed-1d10-448c-8a92-b228fe54f62e,10/4/2020 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1212,S64,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492989,-73.577966,459.8356318
13139,204363,b4903fc9-c1fe-4448-a5ea-95179fbca84b,6/11/2018 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1232,S64,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.493187,-73.578294,459.8356318
13683,204520,8bd3be58-a036-4005-92c8-934e5ed99d99,10/4/2020 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S65,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492323,-73.576781,627.0890236
14373,205208,3e2228b8-181d-49ea-8881-fb257a7329c8,5/5/2016 12:00:00 AM,Public,Street,Rue Tupper,1844,S66,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492475,-73.579264,883.5663647
14374,205209,b9979c02-f804-42a3-bc2f-65d4e90a958b,5/5/2016 12:00:00 AM,Public,Street,Rue Tupper,1844,S66,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.49239,-73.579361,883.5663647
14375,205210,9725981d-f082-4e32-8a4d-429814224b7d,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1844,S66,24,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492655,-73.579054,883.5663647
13177,204401,91ab9550-80cb-4d46-920f-b30ec1601d87,12/4/2017 12:00:00 AM,Public,Street,Rue Saint-Marc,1245,S71,8,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492268,-73.579333,362.2393907
13200,204424,f71f8cc9-6179-4b0c-ad8a-6c33e352235c,5/30/2019 12:00:00 AM,Public,Street,Rue Saint-Marc,N/A,S72,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.491397,-73.577812,620.5501416
13179,204403,46dffc58-6b06-411f-b33c-ae6207d9fe8e,5/31/2021 12:00:00 AM,Public,Street,Rue Saint-Marc,1259,S76,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492499,-73.579724,488.8998676
13181,204405,057d7e62-c620-4bd2-bb8e-5bfdd2f1b78e,6/12/2018 12:00:00 AM,Public,Street,Rue Saint-Marc,1275,S76,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.4927,-73.580067,488.8998676
13182,204406,00b80b4d-50d7-4886-ae97-37904b24f7b8,5/31/2012 12:00:00 AM,Public,Street,Rue Saint-Marc,1283,S76,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.492758,-73.580162,488.8998676
13202,204426,80c07b63-40fe-46a4-bcff-2168c52870bc,5/31/2012 12:00:00 AM,Public,Street,Rue Saint-Marc,1228,S78,5,GYDI,Kentucky Coffee Tree,Gymnocladus dioicus,Gymnocladus,45.49203,-73.579191,331.4238512
