Column1,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
177,Dawson,1,Private,Institutional,I,I6,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,17,N,N,USDA/TC/Mortens,
178,Dawson,1,Private,Private,Y,Y13,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,35,N,N,USDA/TC/Mortens,
179,Dawson,1,Private,Private,Y,Y113,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,5,N,N,USDA/TC/Mortens,
180,Dawson,1,Private,Private,Y,Y113,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,5,N,N,USDA/TC/Mortens,
181,Dawson,1,Private,Private,Y,Y113,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,5,N,N,USDA/TC/Mortens,
182,Dawson,1,Private,Private,Y,Y113,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,4.5,N,N,USDA/TC/Mortens,
183,Dawson,1,Private,Private,Y,Y113,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,4.1,N,N,USDA/TC/Mortens,
184,Dawson,1,Private,Private,Y,Y113,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,3.8,N,N,USDA/TC/Mortens,
185,Dawson,1,Private,Private,Y,Y118,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,9.7,N,N,USDA/TC/Mortens,
186,Dawson,1,Private,Private,Y,Y127,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,32.8,N,N,USDA/TC/Mortens,
187,Dawson,1,Private,Private,Y,Y134,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,4.8,N,N,USDA/TC/Mortens,
188,Dawson,1,Private,Private,Y,Y149,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,9.9,N,N,USDA/TC/Mortens,
189,Dawson,1,Private,Private,Y,Y155,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,11.6,N,N,USDA/TC/Mortens,
190,Dawson,1,Private,Private,Y,Y156,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,12.4,N,N,USDA/TC/Mortens,
191,Dawson,1,Private,Private,Y,Y156,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,7.4,N,N,USDA/TC/Mortens,
192,Dawson,1,Private,Private,Y,Y161,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,7.3,N,N,USDA/TC/Mortens,
193,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
194,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,10,N,N,USDA/TC,
195,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33,N,N,USDA/TC,
196,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46,N,N,USDA/TC,
197,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
198,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31,N,N,USDA/TC,
199,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53,N,N,USDA/TC,
200,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45,N,N,USDA/TC,
201,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50,N,N,USDA/TC,
202,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68,N,N,USDA/TC,
203,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33,N,N,USDA/TC,
204,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
205,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50,N,N,USDA/TC,
206,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,20,N,N,USDA/TC,
207,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
208,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51,N,N,USDA/TC,
209,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53,N,N,USDA/TC,
210,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29,N,N,USDA/TC,
211,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50,N,N,USDA/TC,
212,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29,N,N,USDA/TC,
213,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34,N,N,USDA/TC,
214,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54,N,N,USDA/TC,
215,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,23,N,N,USDA/TC,
216,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61,N,N,USDA/TC,
217,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,86,N,N,USDA/TC,
218,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69,N,N,USDA/TC,
219,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61,N,N,USDA/TC,
220,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60,N,N,USDA/TC,
221,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,84,N,N,USDA/TC,
222,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53,N,N,USDA/TC,
223,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,80,N,N,USDA/TC,
224,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37,N,N,USDA/TC,
225,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70,N,N,USDA/TC,
226,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54,N,N,USDA/TC,
227,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,66,N,N,USDA/TC,
228,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38,N,N,USDA/TC,
229,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56,N,N,USDA/TC,
230,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47,N,N,USDA/TC,
231,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60,N,N,USDA/TC,
232,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30,N,N,USDA/TC,
233,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,4,N,N,USDA/TC,
234,Dawson,1,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42,N,N,USDA/TC,
235,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.5,N,N,USDA/TC,
236,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.9,N,N,USDA/TC,
237,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.9,N,N,USDA/TC,
238,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.9,N,N,USDA/TC,
239,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.5,N,N,USDA/TC,
240,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.5,N,N,USDA/TC,
241,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.1,N,N,USDA/TC,
242,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.9,N,N,USDA/TC,
243,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43,N,N,USDA/TC,
244,Dawson,1,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46.8,N,N,USDA/TC,
245,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,79.8,N,N,USDA/TC,
246,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.3,N,N,USDA/TC,
247,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.4,N,N,USDA/TC,
248,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54.5,N,N,USDA/TC,
249,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.7,N,N,USDA/TC,
250,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.3,N,N,USDA/TC,
251,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30.1,N,N,USDA/TC,
252,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.7,N,N,USDA/TC,
253,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.9,N,N,USDA/TC,
254,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,58.9,N,N,USDA/TC,
255,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.8,N,N,USDA/TC,
256,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.4,N,N,USDA/TC,
257,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57,N,N,USDA/TC,
258,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,66.6,N,N,USDA/TC,
259,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31.3,N,N,USDA/TC,
260,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,96,N,N,USDA/TC,
261,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.5,N,N,USDA/TC,
262,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57.3,N,N,USDA/TC,
263,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,98,N,N,USDA/TC,
264,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.5,N,N,USDA/TC,
265,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.8,N,N,USDA/TC,
266,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.4,N,N,USDA/TC,
267,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.2,N,N,USDA/TC,
268,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,33.1,N,N,USDA/TC,
269,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.8,N,N,USDA/TC,
270,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38,N,N,USDA/TC,
271,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.9,N,N,USDA/TC,
272,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.5,N,N,USDA/TC,
273,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.8,N,N,USDA/TC,
274,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.8,N,N,USDA/TC,
275,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.6,N,N,USDA/TC,
276,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.2,N,N,USDA/TC,
277,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,16.1,N,N,USDA/TC,
278,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.4,N,N,USDA/TC,
279,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,49.8,N,N,USDA/TC,
280,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43.3,N,N,USDA/TC,
281,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.2,N,N,USDA/TC,
282,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51.7,N,N,USDA/TC,
283,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30.7,N,N,USDA/TC,
284,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.9,N,N,USDA/TC,
285,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.5,N,N,USDA/TC,
286,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30.6,N,N,USDA/TC,
287,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68.9,N,N,USDA/TC,
288,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,58.3,N,N,USDA/TC,
289,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30.2,N,N,USDA/TC,
290,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,83.4,N,N,USDA/TC,
291,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,14.9,N,N,USDA/TC,
292,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.5,N,N,USDA/TC,
293,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43.2,N,N,USDA/TC,
294,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.3,N,N,USDA/TC,
295,Dawson,1,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.9,N,N,USDA/TC,
296,Dawson,1,Private,Private,Y,Y16,AC,ACPL,ACPL,Acer platanoides,Norway Maple,8.4,N,N,USDA/TC,
297,Dawson,1,Private,Private,Y,Y19,AC,ACPL,ACPL,Acer platanoides,Norway Maple,39.6,N,N,USDA/TC,
298,Dawson,1,Private,Private,Y,Y19,AC,ACPL,ACPL,Acer platanoides,Norway Maple,39.8,N,N,USDA/TC,
299,Dawson,1,Private,Private,Y,Y23,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.3,N,N,USDA/TC,
300,Dawson,1,Private,Private,Y,Y11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46,N,N,USDA/TC,
301,Dawson,1,Private,Private,Y,Y11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.4,N,N,USDA/TC,
302,Dawson,1,Private,Private,Y,Y11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,49.7,N,N,USDA/TC,
303,Dawson,1,Private,Private,Y,Y11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.7,N,N,USDA/TC,
304,Dawson,1,Private,Private,Y,Y11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.3,N,N,USDA/TC,
305,Dawson,1,Private,Private,Y,Y29,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
306,Dawson,1,Private,Private,Y,Y37,AC,ACPL,ACPL,Acer platanoides,Norway Maple,32,N,N,USDA/TC,
307,Dawson,1,Private,Private,Y,Y41,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.5,N,N,USDA/TC,
308,Dawson,1,Private,Private,Y,Y44,AC,ACPL,ACPL,Acer platanoides,Norway Maple,32,N,N,USDA/TC,
309,Dawson,1,Private,Private,Y,Y86,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57,N,N,USDA/TC,
310,Dawson,1,Private,Private,Y,Y86,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37,N,N,USDA/TC,
311,Dawson,1,Private,Private,Y,Y89,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.6,N,N,USDA/TC,
312,Dawson,1,Private,Private,Y,Y92,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.1,N,N,USDA/TC,
313,Dawson,1,Private,Private,Y,Y104,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.3,N,N,USDA/TC,
314,Dawson,1,Private,Private,Y,Y112,AC,ACPL,ACPL,Acer platanoides,Norway Maple,19.5,N,N,USDA/TC,
315,Dawson,1,Private,Private,Y,Y112,AC,ACPL,ACPL,Acer platanoides,Norway Maple,41.6,N,N,USDA/TC,
316,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,77.6,N,N,USDA/TC,
317,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68.1,N,N,USDA/TC,
318,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.2,N,N,USDA/TC,
319,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,15.5,N,N,USDA/TC,
320,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.6,N,N,USDA/TC,
321,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,23,N,N,USDA/TC,
322,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,15.5,N,N,USDA/TC,
323,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,20.6,N,N,USDA/TC,
324,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.3,N,N,USDA/TC,
325,Dawson,1,Private,Private,Y,Y113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,15.9,N,N,USDA/TC,
326,Dawson,1,Private,Private,Y,Y114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26.8,N,N,USDA/TC,
327,Dawson,1,Private,Private,Y,Y114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,8.1,N,N,USDA/TC,
328,Dawson,1,Private,Private,Y,Y114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,8.2,N,N,USDA/TC,
329,Dawson,1,Private,Private,Y,Y114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.3,N,N,USDA/TC,
330,Dawson,1,Private,Private,Y,Y114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,19.3,N,N,USDA/TC,
331,Dawson,1,Private,Private,Y,Y114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.3,N,N,USDA/TC,
332,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,32.2,N,N,USDA/TC,
333,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70,N,N,USDA/TC,
334,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.8,N,N,USDA/TC,
335,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.4,N,N,USDA/TC,
336,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.9,N,N,USDA/TC,
337,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31,N,N,USDA/TC,
338,Dawson,1,Private,Private,Y,Y116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29.5,N,N,USDA/TC,
339,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70.7,N,N,USDA/TC,
340,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57.1,N,N,USDA/TC,
341,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,7.6,N,N,USDA/TC,
342,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.9,N,N,USDA/TC,
343,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.9,N,N,USDA/TC,
344,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.1,N,N,USDA/TC,
345,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,19.9,N,N,USDA/TC,
346,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,14.8,N,N,USDA/TC,
347,Dawson,1,Private,Private,Y,Y118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,31.8,N,N,USDA/TC,
348,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.7,N,N,USDA/TC,
349,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.2,N,N,USDA/TC,
350,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.2,N,N,USDA/TC,
351,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,74.4,N,N,USDA/TC,
352,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.4,N,N,USDA/TC,
353,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,12.1,N,N,USDA/TC,
354,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.4,N,N,USDA/TC,
355,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.6,N,N,USDA/TC,
356,Dawson,1,Private,Private,Y,Y119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,21.5,N,N,USDA/TC,
357,Dawson,1,Private,Private,Y,Y127,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34,N,N,USDA/TC,
358,Dawson,1,Private,Private,Y,Y131,AC,ACPL,ACPL,Acer platanoides,Norway Maple,72.2,N,N,USDA/TC,
359,Dawson,1,Private,Private,Y,Y132,AC,ACPL,ACPL,Acer platanoides,Norway Maple,73.1,N,N,USDA/TC,
360,Dawson,1,Private,Private,Y,Y135,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.5,N,N,USDA/TC,
361,Dawson,1,Private,Private,Y,Y137,AC,ACPL,ACPL,Acer platanoides,Norway Maple,11.8,N,N,USDA/TC,
362,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.4,N,N,USDA/TC,
363,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.8,N,N,USDA/TC,
364,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,10.7,N,N,USDA/TC,
365,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,6.8,N,N,USDA/TC,
366,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.2,N,N,USDA/TC,
367,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.9,N,N,USDA/TC,
368,Dawson,1,Private,Private,Y,Y139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,81.9,N,N,USDA/TC,
369,Dawson,1,Private,Private,Y,Y140,AC,ACPL,ACPL,Acer platanoides,Norway Maple,5,N,N,USDA/TC,
370,Dawson,1,Private,Private,Y,Y140,AC,ACPL,ACPL,Acer platanoides,Norway Maple,5,N,N,USDA/TC,
371,Dawson,1,Private,Private,Y,Y140,AC,ACPL,ACPL,Acer platanoides,Norway Maple,5,N,N,USDA/TC,
372,Dawson,1,Private,Private,Y,Y142,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.5,N,N,USDA/TC,
373,Dawson,1,Private,Private,Y,Y142,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.9,N,N,USDA/TC,
374,Dawson,1,Private,Private,Y,Y142,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.4,N,N,USDA/TC,
375,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.4,N,N,USDA/TC,
376,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,11.2,N,N,USDA/TC,
377,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,15.3,N,N,USDA/TC,
378,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.8,N,N,USDA/TC,
379,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,86.5,N,N,USDA/TC,
380,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.1,N,N,USDA/TC,
381,Dawson,1,Private,Private,Y,Y143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.1,N,N,USDA/TC,
382,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.6,N,N,USDA/TC,
383,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.3,N,N,USDA/TC,
384,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30.95,N,N,USDA/TC,
385,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.6,N,N,USDA/TC,
386,Dawson,1,Private,Private,Y,Y144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
387,Dawson,1,Private,Private,Y,Y147,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51.1,N,N,USDA/TC,
