Column1,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1110,Dawson,1,Public,Street,S,S11,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1111,Dawson,1,Public,Street,S,S11,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1112,Dawson,1,Public,Street,S,S18,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,N,Y,USDA/LM,
1113,Dawson,1,Public,Street,S,S26,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1114,Dawson,1,Public,Street,S,S34,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1115,Dawson,1,Public,Street,S,S36,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,18,N,Y,USDA/LM,
1116,Dawson,1,Public,Street,S,S36,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,13,N,Y,USDA/LM,
1117,Dawson,1,Public,Street,S,S37,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1118,Dawson,1,Public,Street,S,S37,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1119,Dawson,1,Public,Street,S,S41,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1120,Dawson,1,Public,Street,S,S41,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1121,Dawson,1,Public,Street,S,S44,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,8,N,Y,USDA/LM,
1122,Dawson,1,Public,Street,S,S46,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,8,N,Y,USDA/LM,
1123,Dawson,1,Public,Street,S,S46,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1124,Dawson,1,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1125,Dawson,1,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1126,Dawson,1,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1127,Dawson,1,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1128,Dawson,1,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1129,Dawson,1,Public,Street,S,S51,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,N,Y,USDA/LM,
1130,Dawson,1,Public,Street,S,S51,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,14,N,Y,USDA/LM,
1131,Dawson,1,Public,Street,S,S54,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,9,N,Y,USDA/LM,
1132,Dawson,1,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,14,N,Y,USDA/LM,
1133,Dawson,1,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,10,N,Y,USDA/LM,
1134,Dawson,1,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,17,N,Y,USDA/LM,
1135,Dawson,1,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,12,N,Y,USDA/LM,
1136,Dawson,1,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,N,Y,USDA/LM,
1137,Dawson,1,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,13,N,Y,USDA/LM,
1138,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1139,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1140,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,9,N,Y,USDA/LM,
1141,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1142,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,N,Y,USDA/LM,
1143,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1144,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,N,Y,USDA/LM,
1145,Dawson,1,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,16,N,Y,USDA/LM,
1146,Dawson,1,Public,Street,S,S60,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,8,N,Y,USDA/LM,
1147,Dawson,1,Public,Street,S,S60,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,N,Y,USDA/LM,
1148,Dawson,1,Public,Street,S,S60,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1149,Dawson,1,Public,Street,S,S61,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1150,Dawson,1,Public,Street,S,S81,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1151,Dawson,1,Public,Street,S,S82,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,N,Y,USDA/LM,
1152,Dawson,1,Public,Street,S,S82,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,18,N,Y,USDA/LM,
1153,Dawson,1,Public,Street,S,S82,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1154,Dawson,1,Public,Street,S,S82,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,N,Y,USDA/LM,
1155,Dawson,1,Public,Street,S,S82,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,13,N,Y,USDA/LM,
1156,Dawson,1,Public,Street,S,S87,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1157,Dawson,1,Public,Street,S,S99,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,6,N,Y,USDA/LM,
1158,Dawson,1,Public,Street,S,S100,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,N,Y,USDA/LM,
1159,Dawson,1,Public,Street,S,S100,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,N,Y,USDA/LM,
1160,Dawson,1,Public,Street,S,S100,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,16,N,Y,USDA/LM,
1161,Dawson,1,Public,Street,S,S103,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,17,N,Y,USDA/LM,
1162,Dawson,1,Public,Street,S,S103,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1163,Dawson,1,Public,Street,S,S103,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1164,Dawson,1,Public,Street,S,S103,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,20,N,Y,USDA/LM,
1165,Dawson,1,Public,Street,S,S104,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,12,N,Y,USDA/LM,
1166,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1167,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1168,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,18,N,Y,USDA/LM,
1169,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1170,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,N,Y,USDA/LM,
1171,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1172,Dawson,1,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1173,Dawson,1,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1174,Dawson,1,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1175,Dawson,1,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1176,Dawson,1,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1177,Dawson,1,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1178,Dawson,1,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1179,Dawson,1,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1180,Dawson,1,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1181,Dawson,1,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,N,Y,USDA/LM,
1182,Dawson,1,Public,Street,S,S119,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,15,N,Y,USDA/LM,
1183,Dawson,1,Private,Institutional,I,I6,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1184,Dawson,1,Private,Institutional,I,I6,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,11,N,Y,USDA/LM,
1185,Dawson,1,Private,Institutional,I,I5,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,12.7,N,Y,USDA/LM,
1186,Dawson,1,Private,Institutional,I,I5,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,12.5,N,Y,USDA/LM,
1187,Dawson,1,Private,Private,Y,Y119,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,54.4,N,Y,USDA/LM,
1188,Dawson,1,Private,Private,Y,Y120,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,10.9,N,Y,USDA/LM,
1189,Dawson,1,Private,Private,Y,Y121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,52.8,N,Y,USDA/LM,
1190,Dawson,1,Private,Private,Y,Y122,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,48.9,N,Y,USDA/LM,
1191,Dawson,1,Private,Private,Y,Y123,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,50.5,N,Y,USDA/LM,
1192,Dawson,1,Private,Private,Y,Y139,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,58.8,N,Y,USDA/LM,
1193,Dawson,1,Private,Private,Y,Y139,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,55.2,N,Y,USDA/LM,
1194,Dawson,1,Private,Private,Y,Y139,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,10.5,N,Y,USDA/LM,
1195,Dawson,1,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1196,Dawson,1,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1197,Dawson,1,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1198,Dawson,1,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1199,Dawson,1,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1200,Dawson,1,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1201,Dawson,1,Public,Street,S,S3,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1202,Dawson,1,Public,Street,S,S5,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1203,Dawson,1,Public,Street,S,S9,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1204,Dawson,1,Public,Street,S,S11,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1205,Dawson,1,Public,Street,S,S11,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1206,Dawson,1,Public,Street,S,S11,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1207,Dawson,1,Public,Street,S,S18,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1208,Dawson,1,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1209,Dawson,1,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1210,Dawson,1,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1211,Dawson,1,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1212,Dawson,1,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1213,Dawson,1,Public,Street,S,S26,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1214,Dawson,1,Public,Street,S,S28,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1215,Dawson,1,Public,Street,S,S31,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1216,Dawson,1,Public,Street,S,S32,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1217,Dawson,1,Public,Street,S,S32,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1218,Dawson,1,Public,Street,S,S32,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1219,Dawson,1,Public,Street,S,S34,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1220,Dawson,1,Public,Street,S,S36,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1221,Dawson,1,Public,Street,S,S42,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1222,Dawson,1,Public,Street,S,S42,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1223,Dawson,1,Public,Street,S,S43,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1224,Dawson,1,Public,Street,S,S43,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1225,Dawson,1,Public,Street,S,S49,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1226,Dawson,1,Public,Street,S,S52,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1227,Dawson,1,Public,Street,S,S52,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1228,Dawson,1,Public,Street,S,S52,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1229,Dawson,1,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1230,Dawson,1,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1231,Dawson,1,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1232,Dawson,1,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1233,Dawson,1,Public,Street,S,S55,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1234,Dawson,1,Public,Street,S,S56,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1235,Dawson,1,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1236,Dawson,1,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1237,Dawson,1,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1238,Dawson,1,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1239,Dawson,1,Public,Street,S,S62,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1240,Dawson,1,Public,Street,S,S62,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1241,Dawson,1,Public,Street,S,S63,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1242,Dawson,1,Public,Street,S,S63,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1243,Dawson,1,Public,Street,S,S64,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1244,Dawson,1,Public,Street,S,S64,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1245,Dawson,1,Public,Street,S,S64,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1246,Dawson,1,Public,Street,S,S65,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1247,Dawson,1,Public,Street,S,S66,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1248,Dawson,1,Public,Street,S,S66,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1249,Dawson,1,Public,Street,S,S66,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,24,N,Y,USDA/LM,
1250,Dawson,1,Public,Street,S,S71,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,8,N,Y,USDA/LM,
1251,Dawson,1,Public,Street,S,S72,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1252,Dawson,1,Public,Street,S,S76,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1253,Dawson,1,Public,Street,S,S76,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1254,Dawson,1,Public,Street,S,S76,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1255,Dawson,1,Public,Street,S,S78,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1256,Dawson,1,Public,Street,S,S78,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1257,Dawson,1,Public,Street,S,S84,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1258,Dawson,1,Public,Street,S,S93,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1259,Dawson,1,Public,Street,S,S94,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1260,Dawson,1,Public,Street,S,S94,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1261,Dawson,1,Public,Street,S,S97,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1262,Dawson,1,Public,Street,S,S101,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1263,Dawson,1,Public,Street,S,S106,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1264,Dawson,1,Public,Street,S,S106,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1265,Dawson,1,Public,Parc,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1266,Dawson,1,Public,Parc,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1267,Dawson,1,Public,Parc,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1268,Dawson,1,Public,Parc,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1269,Dawson,1,Public,Parc,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1270,Dawson,1,Public,Parc,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1271,Dawson,1,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,30,N,Y,USDA/LM,
1272,Dawson,1,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,33,N,Y,USDA/LM,
1273,Dawson,1,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,34,N,Y,USDA/LM,
1274,Dawson,1,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,35,N,Y,USDA/LM,
1275,Dawson,1,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,39,N,Y,USDA/LM,
1276,Dawson,1,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,41,N,Y,USDA/LM,
1277,Dawson,1,Public,Street,S,S120,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1278,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,50,N,Y,USDA/LM,
1279,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
1280,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,46,N,Y,USDA/LM,
1281,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,46,N,Y,USDA/LM,
1282,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,46,N,Y,USDA/LM,
1283,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,38,N,Y,USDA/LM,
1284,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,41,N,Y,USDA/LM,
1285,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,42,N,Y,USDA/LM,
1286,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,54,N,Y,USDA/LM,
1287,Dawson,1,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,50,N,Y,USDA/LM,
1288,Dawson,1,Public,Street,S,S123,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,N,Y,USDA/LM,
