"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","Species.Common","DBH","Native_SLL","Native_ETF","Origin.Source","Comments"
"4368","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",57.4,"Y","Y","USDA/TC/Mortens/LM",""
"4369","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",70.3,"Y","Y","USDA/TC/Mortens/LM",""
"4370","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",59.4,"Y","Y","USDA/TC/Mortens/LM",""
"4371","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",42.8,"Y","Y","USDA/TC/Mortens/LM",""
"4372","Loyola",2,"Public","Row","S","S1036","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",51.2,"Y","Y","USDA/TC/Mortens/LM",""
"4373","Loyola",2,"Public","Row","S","S1041","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Patmore'","Red Ash",34.6,"Y","Y","USDA/TC/Mortens/LM",""
"4374","Loyola",2,"Public","Row","S","S1050","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58,"Y","Y","USDA/TC/Mortens/LM",""
"4375","Loyola",2,"Public","Row","S","S1050","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",45.9,"Y","Y","USDA/TC/Mortens/LM",""
"4376","Loyola",2,"Public","Row","S","S1050","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",20,"Y","Y","USDA/TC/Mortens/LM",""
"4377","Loyola",2,"Public","Row","S","S1050","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",22.6,"Y","Y","USDA/TC/Mortens/LM",""
"4378","Loyola",2,"Public","Row","S","S1050","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",26.9,"Y","Y","USDA/TC/Mortens/LM",""
"4379","Loyola",2,"Public","Row","S","S1050","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",20.9,"Y","Y","USDA/TC/Mortens/LM",""
"4380","Loyola",2,"Public","Row","S","S1051","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",26.3,"Y","Y","USDA/TC/Mortens/LM",""
"4381","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",64,"Y","Y","USDA/TC/Mortens/LM",""
"4382","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",63.3,"Y","Y","USDA/TC/Mortens/LM",""
"4383","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",49.7,"Y","Y","USDA/TC/Mortens/LM",""
"4384","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58.4,"Y","Y","USDA/TC/Mortens/LM",""
"4385","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",64.9,"Y","Y","USDA/TC/Mortens/LM",""
"4386","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",60,"Y","Y","USDA/TC/Mortens/LM",""
"4387","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",59.9,"Y","Y","USDA/TC/Mortens/LM",""
"4388","Loyola",2,"Public","Row","S","S1052","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",62.2,"Y","Y","USDA/TC/Mortens/LM",""
"4389","Loyola",2,"Public","Row","S","S1053","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",22,"Y","Y","USDA/TC/Mortens/LM",""
"4390","Loyola",2,"Public","Row","S","S1053","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",18,"Y","Y","USDA/TC/Mortens/LM",""
"4391","Loyola",2,"Public","Row","S","S1053","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",23.2,"Y","Y","USDA/TC/Mortens/LM",""
"4392","Loyola",2,"Public","Row","S","S1053","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Red Ash",18.8,"Y","Y","USDA/TC/Mortens/LM",""
"4393","Loyola",2,"Public","Row","S","S1109","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",69.4,"Y","Y","USDA/TC/Mortens/LM",""
"4394","Loyola",2,"Public","Row","S","S1109","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",55.1,"Y","Y","USDA/TC/Mortens/LM",""
"4395","Loyola",2,"Public","Row","S","S1109","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58.3,"Y","Y","USDA/TC/Mortens/LM",""
"4396","Loyola",2,"Public","Row","S","S1054","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",50.5,"Y","Y","USDA/TC/Mortens/LM",""
"4397","Loyola",2,"Public","Row","S","S1054","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",78.9,"Y","Y","USDA/TC/Mortens/LM",""
"4398","Loyola",2,"Public","Row","S","S1054","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",57.7,"Y","Y","USDA/TC/Mortens/LM",""
"4399","Loyola",2,"Public","Row","S","S1054","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",75.2,"Y","Y","USDA/TC/Mortens/LM",""
"4400","Loyola",2,"Public","Row","S","S1054","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",43.1,"Y","Y","USDA/TC/Mortens/LM",""
"4401","Loyola",2,"Public","Row","S","S1056","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",49.4,"Y","Y","USDA/TC/Mortens/LM",""
"4402","Loyola",2,"Public","Row","S","S1056","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",65.5,"Y","Y","USDA/TC/Mortens/LM",""
"4403","Loyola",2,"Public","Row","S","S1056","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",56,"Y","Y","USDA/TC/Mortens/LM",""
"4404","Loyola",2,"Public","Row","S","S1056","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58.7,"Y","Y","USDA/TC/Mortens/LM",""
"4405","Loyola",2,"Public","Row","S","S1061","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",35.8,"Y","Y","USDA/TC/Mortens/LM",""
"4406","Loyola",2,"Public","Row","S","S1061","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",63.1,"Y","Y","USDA/TC/Mortens/LM",""
"4407","Loyola",2,"Public","Row","S","S1061","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",47.2,"Y","Y","USDA/TC/Mortens/LM",""
"4408","Loyola",2,"Public","Row","S","S1061","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",53,"Y","Y","USDA/TC/Mortens/LM",""
"4409","Loyola",2,"Public","Row","S","S1062","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",57.3,"Y","Y","USDA/TC/Mortens/LM",""
"4410","Loyola",2,"Public","Row","S","S1062","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",49.3,"Y","Y","USDA/TC/Mortens/LM",""
"4411","Loyola",2,"Public","Row","S","S1062","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",56.1,"Y","Y","USDA/TC/Mortens/LM",""
"4412","Loyola",2,"Public","Row","S","S1063","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",45.4,"Y","Y","USDA/TC/Mortens/LM",""
"4413","Loyola",2,"Public","Row","S","S1063","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",23.9,"Y","Y","USDA/TC/Mortens/LM",""
"4414","Loyola",2,"Public","Row","S","S1063","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",74,"Y","Y","USDA/TC/Mortens/LM",""
"4415","Loyola",2,"Public","Row","S","S1064","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",22,"Y","Y","USDA/TC/Mortens/LM",""
"4416","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58.8,"Y","Y","USDA/TC/Mortens/LM",""
"4417","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",51.4,"Y","Y","USDA/TC/Mortens/LM",""
"4418","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",62.4,"Y","Y","USDA/TC/Mortens/LM",""
"4419","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",51.1,"Y","Y","USDA/TC/Mortens/LM",""
"4420","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",49.5,"Y","Y","USDA/TC/Mortens/LM",""
"4421","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",61.1,"Y","Y","USDA/TC/Mortens/LM",""
"4422","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",65.6,"Y","Y","USDA/TC/Mortens/LM",""
"4423","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58,"Y","Y","USDA/TC/Mortens/LM",""
"4424","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",63.4,"Y","Y","USDA/TC/Mortens/LM",""
"4425","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",45.7,"Y","Y","USDA/TC/Mortens/LM",""
"4426","Loyola",2,"Public","Row","S","S1065","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",55.6,"Y","Y","USDA/TC/Mortens/LM",""
"4427","Loyola",2,"Public","Row","S","S1085","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",29,"Y","Y","USDA/TC/Mortens/LM",""
"4428","Loyola",2,"Public","Row","S","S1085","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",21.7,"Y","Y","USDA/TC/Mortens/LM",""
"4429","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Marshall Seedless'","Red Ash",27.2,"Y","Y","USDA/TC/Mortens/LM",""
"4430","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",35.1,"Y","Y","USDA/TC/Mortens/LM",""
"4431","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",52.2,"Y","Y","USDA/TC/Mortens/LM",""
"4432","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",40.4,"Y","Y","USDA/TC/Mortens/LM",""
"4433","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",55.1,"Y","Y","USDA/TC/Mortens/LM",""
"4434","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",57.6,"Y","Y","USDA/TC/Mortens/LM",""
"4435","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",44,"Y","Y","USDA/TC/Mortens/LM",""
"4436","Loyola",2,"Public","Row","S","S1089","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",51.5,"Y","Y","USDA/TC/Mortens/LM",""
"4437","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",29.2,"Y","Y","USDA/TC/Mortens/LM",""
"4438","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",35.2,"Y","Y","USDA/TC/Mortens/LM",""
"4439","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",36,"Y","Y","USDA/TC/Mortens/LM",""
"4440","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",31.7,"Y","Y","USDA/TC/Mortens/LM",""
"4441","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",37,"Y","Y","USDA/TC/Mortens/LM",""
"4442","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",39.2,"Y","Y","USDA/TC/Mortens/LM",""
"4443","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",39.4,"Y","Y","USDA/TC/Mortens/LM",""
"4444","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",35.9,"Y","Y","USDA/TC/Mortens/LM",""
"4445","Loyola",2,"Public","Row","S","S1090","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",44.3,"Y","Y","USDA/TC/Mortens/LM",""
"4446","Loyola",2,"Public","Row","S","S1091","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",48.8,"Y","Y","USDA/TC/Mortens/LM",""
"4447","Loyola",2,"Public","Row","S","S1093","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",27,"Y","Y","USDA/TC/Mortens/LM",""
"4448","Loyola",2,"Public","Row","S","S1093","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",53.9,"Y","Y","USDA/TC/Mortens/LM",""
"4449","Loyola",2,"Public","Row","S","S1093","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",58.4,"Y","Y","USDA/TC/Mortens/LM",""
"4450","Loyola",2,"Public","Row","S","S1093","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",56.3,"Y","Y","USDA/TC/Mortens/LM",""
"4451","Loyola",2,"Public","Row","S","S1093","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",71.8,"Y","Y","USDA/TC/Mortens/LM",""
"4452","Loyola",2,"Public","Row","S","S1094","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",55.4,"Y","Y","USDA/TC/Mortens/LM",""
"4453","Loyola",2,"Public","Row","S","S1094","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",64.3,"Y","Y","USDA/TC/Mortens/LM",""
"4454","Loyola",2,"Public","Row","S","S1094","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",20.4,"Y","Y","USDA/TC/Mortens/LM",""
"4455","Loyola",2,"Public","Row","S","S1094","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",19.5,"Y","Y","USDA/TC/Mortens/LM",""
"4456","Loyola",2,"Public","Row","S","S1095","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Patmore'","Red Ash",31.6,"Y","Y","USDA/TC/Mortens/LM",""
"4457","Loyola",2,"Public","Row","S","S1099","FR","FRPE","FRPE","Fraxinus pennsylvanica 'Summit'","Red Ash",35.1,"Y","Y","USDA/TC/Mortens/LM",""
"4458","Loyola",2,"Private","Private","Y","Y1018","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",44.9,"Y","Y","USDA/TC/Mortens/LM",""
"4459","Loyola",2,"Private","Private","Y","Y1018","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",76.2,"Y","Y","USDA/TC/Mortens/LM",""
"4460","Loyola",2,"Private","Private","Y","Y1036","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",70.7,"Y","Y","USDA/TC/Mortens/LM",""
"4461","Loyola",2,"Private","Private","Y","Y1036","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",55,"Y","Y","USDA/TC/Mortens/LM",""
"4462","Loyola",2,"Private","Private","Y","Y1046","FR","FRPE","FRPE","Fraxinus Pennsylvanica","Red Ash",7.8,"Y","Y","USDA/TC/Mortens/LM",""
"4463","Loyola",2,"Private","Private","Y","Y1071","FR","FRPR","FRPR","Fraxinus Profunda","Bush pumpkin ash",4.8,"N","Y","USDA",""
"4464","Loyola",2,"Public","Park","P","P1004","GI","GIBI","GIBI","Ginkgo Biloba","Maidenhair Tree",5.7,"N","N","Mortens/TC/USDA",""
"4465","Loyola",2,"Public","Park","P","P1005","GI","GIBI","GIBI","Ginkgo Biloba","Maidenhair Tree",4.8,"N","N","Mortens/TC/USDA",""
"4466","Loyola",2,"Public","Park","P","P1005","GI","GIBI","GIBI","Ginkgo Biloba","Maidenhair Tree",5.1,"N","N","Mortens/TC/USDA",""
"4467","Loyola",2,"Public","Park","P","P1005","GI","GIBI","GIBI","Ginkgo Biloba","Maidenhair Tree",15.3,"N","N","Mortens/TC/USDA",""
"4468","Loyola",2,"Private","Inst","I","I1012","GI","GIBI","GIBI","Ginkgo Biloba","Maidenhair Tree",7.6,"N","N","Mortens/TC/USDA",""
"4469","Loyola",2,"Private","Inst","I","I1015","GI","GIBI","GIBI","Ginkgo Biloba","Maidenhair Tree",5.6,"N","N","Mortens/TC/USDA",""
"4470","Loyola",2,"Public","Row","S","S1011","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",8.6,"N","N","Mortens/TC/USDA",""
"4471","Loyola",2,"Public","Row","S","S1011","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",5.1,"N","N","Mortens/TC/USDA",""
"4472","Loyola",2,"Public","Row","S","S1013","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",4.9,"N","N","Mortens/TC/USDA",""
"4473","Loyola",2,"Public","Row","S","S1015","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",48.6,"N","N","Mortens/TC/USDA",""
"4474","Loyola",2,"Public","Row","S","S1021","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",10,"N","N","Mortens/TC/USDA",""
"4475","Loyola",2,"Public","Row","S","S1027","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",21.3,"N","N","Mortens/TC/USDA",""
"4476","Loyola",2,"Public","Row","S","S1027","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",19,"N","N","Mortens/TC/USDA",""
"4477","Loyola",2,"Public","Row","S","S1032","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",22.2,"N","N","Mortens/TC/USDA",""
"4478","Loyola",2,"Public","Row","S","S1045","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",42.9,"N","N","Mortens/TC/USDA",""
"4479","Loyola",2,"Public","Row","S","S1051","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",22.9,"N","N","Mortens/TC/USDA",""
"4480","Loyola",2,"Public","Row","S","S1051","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",25.3,"N","N","Mortens/TC/USDA",""
"4481","Loyola",2,"Public","Row","S","S1052","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",4.3,"N","N","Mortens/TC/USDA",""
"4482","Loyola",2,"Public","Row","S","S1052","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",5.2,"N","N","Mortens/TC/USDA",""
"4483","Loyola",2,"Public","Row","S","S1053","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",41.5,"N","N","Mortens/TC/USDA",""
"4484","Loyola",2,"Public","Row","S","S1053","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",37.8,"N","N","Mortens/TC/USDA",""
"4485","Loyola",2,"Public","Row","S","S1053","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",33.4,"N","N","Mortens/TC/USDA",""
"4486","Loyola",2,"Public","Row","S","S1066","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",5.4,"N","N","Mortens/TC/USDA",""
"4487","Loyola",2,"Public","Row","S","S1068","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",8.1,"N","N","Mortens/TC/USDA",""
"4488","Loyola",2,"Public","Row","S","S1072","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",8,"N","N","Mortens/TC/USDA",""
"4489","Loyola",2,"Public","Row","S","S1072","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",4.5,"N","N","Mortens/TC/USDA",""
"4490","Loyola",2,"Public","Row","S","S1076","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",3.9,"N","N","Mortens/TC/USDA",""
"4491","Loyola",2,"Public","Row","S","S1083","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",9.9,"N","N","Mortens/TC/USDA",""
"4492","Loyola",2,"Public","Row","S","S1084","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",5,"N","N","Mortens/TC/USDA",""
"4493","Loyola",2,"Public","Row","S","S1084","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",4.6,"N","N","Mortens/TC/USDA",""
"4494","Loyola",2,"Public","Row","S","S1096","GI","GIBI","GIBI","Ginkgo biloba 'Princeton Sentry'","Maidenhair Tree",NA,"N","N","Mortens/TC/USDA",""
"4495","Loyola",2,"Public","Row","S","S1100","GI","GIBI","GIBI","Ginkgo biloba 'Princeton Sentry'","Maidenhair Tree",5.3,"N","N","Mortens/TC/USDA",""
"4496","Loyola",2,"Public","Row","S","S1104","GI","GIBI","GIBI","Ginkgo biloba","Maidenhair Tree",4.5,"N","N","Mortens/TC/USDA",""
"4497","Loyola",2,"Private","Private","Y","Y1081","GI","GIBI","GIBI","Gingko Biloba","Maidenhair Tree",22.7,"N","N","Mortens/TC/USDA",""
"4498","Loyola",2,"Public","Park","P","P1001","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",52.5,"N","Y","USDA/TC/LM",""
"4499","Loyola",2,"Public","Park","P","P1001","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",57.4,"N","Y","USDA/TC/LM",""
"4500","Loyola",2,"Public","Park","P","P1001","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",64.1,"N","Y","USDA/TC/LM",""
"4501","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",4.5,"N","Y","USDA/TC/LM",""
"4502","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",4.7,"N","Y","USDA/TC/LM",""
"4503","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",5,"N","Y","USDA/TC/LM",""
"4504","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",5,"N","Y","USDA/TC/LM",""
"4505","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",5.1,"N","Y","USDA/TC/LM",""
"4506","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",8,"N","Y","USDA/TC/LM",""
"4507","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",9.3,"N","Y","USDA/TC/LM",""
"4508","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Street Keeper'","Common Honey-Locust",9.7,"N","Y","USDA/TC/LM",""
"4509","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",10.1,"N","Y","USDA/TC/LM",""
"4510","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",10.5,"N","Y","USDA/TC/LM",""
"4511","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",11.1,"N","Y","USDA/TC/LM",""
"4512","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",12.8,"N","Y","USDA/TC/LM",""
"4513","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",21.2,"N","Y","USDA/TC/LM",""
"4514","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",21.9,"N","Y","USDA/TC/LM",""
"4515","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",22.2,"N","Y","USDA/TC/LM",""
"4516","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",22.3,"N","Y","USDA/TC/LM",""
"4517","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",24.1,"N","Y","USDA/TC/LM",""
"4518","Loyola",2,"Public","Park","P","P1005","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",62.8,"N","Y","USDA/TC/LM",""
"4519","Loyola",2,"Public","Park","P","P1003","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",24,"N","Y","USDA/TC/LM",""
"4520","Loyola",2,"Public","Park","P","P1003","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",32.3,"N","Y","USDA/TC/LM",""
"4521","Loyola",2,"Public","Park","P","P1003","GL","GLTR","GLTR","Gleditsia Triacanthos 'Skyline'","Common Honey-Locust",32.8,"N","Y","USDA/TC/LM",""
"4522","Loyola",2,"Public","Park","P","P1006","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",30.3,"N","Y","USDA/TC/LM",""
"4523","Loyola",2,"Public","Park","P","P1006","GL","GLTR","GLTR","Gleditsia Triacanthos","Common Honey-Locust",54.1,"N","Y","USDA/TC/LM",""
